군·구,동·읍·면,세대수 (세대),등록인구 (명),등록인구_남(명),등록인구_여(명),한국인 (명),한국인_남(명),한국인_여(명),외국인 (명),외국인_남(명),외국인_여(명),세대당 인구 (명),65세이상고령자 (명),평균연령 (세),인구밀도 (명/㎢),면적 (㎢),주소,고령자_비율,위도,경도
달서구,용산1동,12259.0,29118.0,14528.0,14590.0,28919.0,14452.0,14467.0,199.0,76.0,123.0,2.36,4238.0,44.5,22572.0,1.29,대구광역시 달서구 용산1동,0.14554571055704374,35.8566425307374,128.531216760299
달서구,용산2동,11263.0,26981.0,13490.0,13491.0,26730.0,13350.0,13380.0,251.0,140.0,111.0,2.37,3920.0,45.1,20440.0,1.32,대구광역시 달서구 용산2동,0.1452874244838961,35.8584051502186,128.522996918751
달서구,이곡1동,9088.0,22034.0,11071.0,10963.0,21440.0,10683.0,10757.0,594.0,388.0,206.0,2.36,3073.0,44.5,12107.0,1.82,대구광역시 달서구 이곡1동,0.13946627938640282,35.8516436462673,128.510660669925
달서구,이곡2동,6990.0,15750.0,8030.0,7720.0,15221.0,7667.0,7554.0,529.0,363.0,166.0,2.18,2775.0,46.8,7721.0,2.04,대구광역시 달서구 이곡2동,0.1761904761904762,35.8558154691673,128.5007816045
달서구,신당동,17239.0,34917.0,17755.0,17162.0,29643.0,15004.0,14639.0,5274.0,2751.0,2523.0,1.72,4890.0,44.4,3734.0,9.35,대구광역시 달서구 신당동,0.1400463957384655,35.8589615482178,128.498821737463
달서구,월성1동,13381.0,40922.0,20031.0,20891.0,40830.0,19986.0,20844.0,92.0,45.0,47.0,3.05,3445.0,37.4,18772.0,2.18,대구광역시 달서구 월성1동,0.08418454620986267,35.8195095136039,128.522846536405
달서구,월성2동,8148.0,15638.0,7829.0,7809.0,14641.0,6918.0,7723.0,997.0,911.0,86.0,1.8,4926.0,53.3,2482.0,6.3,대구광역시 달서구 월성2동,0.31500191840388797,35.8309608940895,128.52828413591
달서구,진천동,21318.0,50993.0,24910.0,26083.0,50661.0,24770.0,25891.0,332.0,140.0,192.0,2.38,8708.0,44.2,9979.0,5.11,대구광역시 달서구 진천동,0.17076853685800011,35.8122174631828,128.52283559965
달서구,유천동,11051.0,33835.0,16699.0,17136.0,33773.0,16672.0,17101.0,62.0,27.0,35.0,3.06,2046.0,34.6,27068.0,1.25,대구광역시 달서구 유천동,0.0604699275897739,35.8140262284257,128.514337755002
달서구,상인1동,12962.0,34353.0,16716.0,17637.0,34251.0,16677.0,17574.0,102.0,39.0,63.0,2.64,5982.0,44.3,24714.0,1.39,대구광역시 달서구 상인1동,0.17413326347043925,35.8142592015533,128.545028726667
달서구,상인2동,9043.0,18452.0,9055.0,9397.0,18310.0,8998.0,9312.0,142.0,57.0,85.0,2.02,3502.0,45.9,20502.0,0.9,대구광역시 달서구 상인2동,0.1897897246910904,35.8124434965345,128.536231231256
달서구,상인3동,6080.0,10371.0,4916.0,5455.0,10319.0,4900.0,5419.0,52.0,16.0,36.0,1.7,3769.0,55.6,2818.0,3.68,대구광역시 달서구 상인3동,0.3634172210972905,35.8100371052476,128.550151042152
달서구,도원동,13747.0,33370.0,15992.0,17378.0,33289.0,15968.0,17321.0,81.0,24.0,57.0,2.42,6886.0,47.2,3133.0,10.65,대구광역시 달서구 도원동,0.20635301168714415,35.8074811635162,128.532179565126
달서구,송현1동,9745.0,17989.0,8968.0,9021.0,17584.0,8737.0,8847.0,405.0,231.0,174.0,1.8,4447.0,49.7,7313.0,2.46,대구광역시 달서구 송현1동,0.24720662627161044,35.8292185848247,128.554795495277
달서구,송현2동,9033.0,17156.0,8249.0,8907.0,16673.0,7988.0,8685.0,483.0,261.0,222.0,1.85,4817.0,51.2,17687.0,0.97,대구광역시 달서구 송현2동,0.28077640475635346,35.8327870589976,128.545582681668
달서구,본동,6327.0,12682.0,6301.0,6381.0,12366.0,6108.0,6258.0,316.0,193.0,123.0,1.95,2894.0,48.6,11529.0,1.1,대구광역시 달서구 본동,0.22819744519791832,35.834423923528,128.541063858299
달성군,화원읍,19933.0,47076.0,23324.0,23752.0,46661.0,23128.0,23533.0,415.0,196.0,219.0,2.34,9165.0,46.5,1701.0,27.68,대구광역시 달성군 화원읍,0.19468518990568442,35.7978288311981,128.489663846137
달성군,논공읍,8551.0,18954.0,10534.0,8420.0,16454.0,8814.0,7640.0,2500.0,1720.0,780.0,1.92,3203.0,51.8,432.0,43.88,대구광역시 달성군 논공읍,0.1689880763954838,35.7743375840323,128.419911564146
달성군,다사읍,36245.0,93135.0,46496.0,46639.0,92260.0,46021.0,46239.0,875.0,475.0,400.0,2.55,10183.0,40.8,2539.0,36.68,대구광역시 달성군 다사읍,0.10933591023782681,35.8722148474928,128.494266152885
달성군,유가읍,11929.0,30990.0,15776.0,15214.0,30629.0,15547.0,15082.0,361.0,229.0,132.0,2.57,2642.0,36.3,541.0,57.25,대구광역시 달성군 유가읍,0.08525330751855437,35.6820085155635,128.485391163306
달성군,옥포읍,10926.0,24163.0,12185.0,11978.0,23908.0,12034.0,11874.0,255.0,151.0,104.0,2.19,4849.0,45.4,494.0,48.93,대구광역시 달성군 옥포읍,0.20067872366841866,35.7896007557194,128.463726101613
달성군,현풍읍,11879.0,22769.0,12055.0,10714.0,22110.0,11671.0,10439.0,659.0,384.0,275.0,1.86,3641.0,42.4,927.0,24.57,대구광역시 달성군 현풍읍,0.15991040449734287,35.6974640247084,128.447655933061
달성군,가창면,3651.0,7357.0,3658.0,3699.0,7329.0,3645.0,3684.0,28.0,13.0,15.0,2.01,2772.0,54.6,66.0,111.33,대구광역시 달성군 가창면,0.37678401522359656,35.8027049070588,128.622823693028
달성군,하빈면,1957.0,3469.0,1918.0,1551.0,3353.0,1819.0,1534.0,116.0,99.0,17.0,1.71,1351.0,59.1,91.0,38.2,대구광역시 달성군 하빈면,0.38944940905159986,35.9009239874899,128.445522157
달성군,구지면,9118.0,20844.0,11418.0,9426.0,19380.0,10283.0,9097.0,1464.0,1135.0,329.0,2.13,2411.0,39.1,523.0,39.84,대구광역시 달성군 구지면,0.11566877758587603,35.6587967490838,128.41359613327
군위군,군위읍,4339.0,8327.0,4399.0,3928.0,8069.0,4202.0,3867.0,258.0,197.0,61.0,1.86,2633.0,53.1,99.0,84.07,대구광역시 군위군 군위읍,0.31620031223730033,36.2398089970227,128.568752594251
군위군,소보면,1433.0,2366.0,1247.0,1119.0,2317.0,1221.0,1096.0,49.0,26.0,23.0,1.62,1211.0,63.5,23.0,101.35,대구광역시 군위군 소보면,0.5118343195266272,36.2549801744472,128.475262006979
군위군,효령면,2244.0,3913.0,2094.0,1819.0,3750.0,1955.0,1795.0,163.0,139.0,24.0,1.67,1788.0,61.3,40.0,98.43,대구광역시 군위군 효령면,0.4569384104267825,36.1568971001899,128.585428801378
군위군,부계면,1261.0,2100.0,1097.0,1003.0,2094.0,1092.0,1002.0,6.0,5.0,1.0,1.66,990.0,61.6,32.0,64.81,대구광역시 군위군 부계면,0.4714285714285714,36.1009043121551,128.664200821459
군위군,우보면,1223.0,1955.0,994.0,961.0,1939.0,981.0,958.0,16.0,13.0,3.0,1.59,1051.0,64.5,33.0,60.02,대구광역시 군위군 우보면,0.5375959079283887,36.1950191636,128.661801779469
군위군,의흥면,1440.0,2341.0,1141.0,1200.0,2317.0,1128.0,1189.0,24.0,13.0,11.0,1.61,1256.0,63.7,43.0,54.25,대구광역시 군위군 의흥면,0.5365228534814181,36.1758227002044,128.715175557015
군위군,산성면,774.0,1194.0,609.0,585.0,1188.0,608.0,580.0,6.0,1.0,5.0,1.53,659.0,64.8,32.0,36.8,대구광역시 군위군 산성면,0.551926298157454,36.1230808004901,128.694883701639
군위군,삼국유사면,874.0,1319.0,702.0,617.0,1314.0,699.0,615.0,5.0,3.0,2.0,1.5,723.0,64.8,12.0,114.6,대구광역시 군위군 삼국유사면,0.5481425322213799,36.1235085738599,128.794662177619
