,EMD_NM,건물노후도점수,지상층수점수,지하층수점수,주용도점수,구조점수,비상용승강기점수,소방서거리점수,소방용수시설거리점수
176,중대동,2.7714285714285714,0.9959183673469387,0.15510204081632653,3.3857142857142857,2.5551020408163265,5.0,4.0,4.830612244897959
177,중동,3.7094240837696337,1.0654450261780104,0.2534031413612565,2.7664921465968586,2.581675392670157,4.964921465968587,1.843979057591623,2.7277486910994764
178,중리동,3.5862628447809626,1.0989724175229854,0.15413737155219037,4.479177934018388,2.1584640346133046,4.974580854515954,1.065440778799351,2.7209302325581395
179,지묘동,2.5365853658536586,1.2926829268292683,0.2910569105691057,3.5008130081300814,1.391869918699187,4.757723577235772,2.151219512195122,3.3495934959349594
180,지산동,3.4477664438972915,1.123109391487865,0.2736545902215969,2.810411537108688,2.1132606401688356,4.987689060851213,1.3232500879352795,2.8881463243053114
181,지저동,3.886379675370501,1.0310515172900494,0.1496118560338744,2.68454481298518,2.8560338743824984,4.992942836979534,1.8510938602681721,2.8454481298517997
182,진인동,3.0511811023622046,0.9960629921259843,0.11023622047244094,3.425196850393701,2.7598425196850394,5.0,2.074803149606299,4.6141732283464565
183,진천동,3.2181048173636846,1.1593435680254103,0.2011646373742721,2.9968237162519853,1.8020116463737428,4.942297511911064,1.4992059290629962,2.6368448914769718
184,칠성동1가,4.553323029366306,1.0154559505409582,0.1947449768160742,4.112828438948996,3.0309119010819163,5.0,1.0,1.78516228748068
185,칠성동2가,3.892063492063492,1.2174603174603174,0.2611111111111111,3.388888888888889,2.7563492063492063,4.938095238095238,1.0,2.503968253968254
186,침산동,3.6450079239302693,1.1356576862123613,0.18478605388272584,4.309667194928685,2.408874801901743,4.933755942947702,1.5366085578446909,2.933122028526149
187,태전동,3.0704607046070462,1.1761517615176151,0.19589624467673247,2.9934185056136275,1.411149825783972,4.957801006581494,1.691831204026326,3.153697251258227
188,태평로1가,3.7457627118644066,1.3728813559322033,0.5254237288135594,4.711864406779661,1.3220338983050848,4.9491525423728815,1.0,1.5932203389830508
189,태평로2가,2.9740259740259742,1.4805194805194806,0.33766233766233766,4.961038961038961,1.5454545454545454,4.909090909090909,1.0,2.1298701298701297
190,태평로3가,2.729032258064516,1.232258064516129,0.4645161290322581,4.245161290322581,1.2,4.896774193548387,1.0,1.793548387096774
191,파동,3.536823425022183,1.1597160603371783,0.31765749778172137,2.795918367346939,2.179236912156167,4.8979591836734695,1.5625554569653948,3.048802129547471
