,EMD_NM,건물노후도점수,지상층수점수,지하층수점수,주용도점수,구조점수,비상용승강기점수,소방서거리점수,소방용수시설거리점수
192,파호동,2.838479809976247,1.1353919239904988,0.19714964370546317,5.750593824228028,1.3539192399049882,4.881235154394299,1.6104513064133017,3.4631828978622328
193,팔달동,2.909560723514212,1.1266149870801034,0.12144702842377261,4.757105943152455,2.1782945736434107,4.96640826873385,2.0,3.731266149870801
194,평광동,3.3916349809885933,1.0,0.015209125475285171,3.688212927756654,3.3041825095057034,5.0,2.9657794676806084,4.243346007604563
195,평리동,4.117816091954023,1.0488505747126438,0.2355124521072797,2.6135057471264367,3.091594827586207,4.985033524904215,1.2747844827586208,2.4596503831417627
196,포정동,4.319148936170213,1.4042553191489362,0.6382978723404256,4.957446808510638,0.8297872340425532,4.957446808510638,1.0,1.9148936170212767
197,하빈면,3.04565739787161,0.9969104016477858,0.004806041881222108,4.186405767250258,2.640576725025747,5.0,3.575008582217645,4.1568829385513215
198,하서동,4.4,1.7333333333333334,0.9333333333333333,4.666666666666667,1.6,4.6,1.0,1.1333333333333333
199,학정동,2.2879656160458453,1.1131805157593124,0.06446991404011461,3.4183381088825215,1.0644699140401146,4.948424068767908,1.808022922636103,3.146131805157593
200,향촌동,4.363636363636363,1.121212121212121,0.24242424242424243,4.848484848484849,2.287878787878788,5.0,1.0,2.0454545454545454
201,현풍읍,3.0134155184916604,1.0949963741841915,0.11058738216098622,3.52102973168963,2.166424945612763,4.9412617839013775,1.9923857868020305,3.6015228426395938
202,호림동,2.7204301075268815,1.0672043010752688,0.05913978494623656,6.811827956989247,1.631720430107527,4.997311827956989,2.0,2.8333333333333335
203,호산동,2.6341463414634148,1.10801393728223,0.09146341463414634,4.565331010452962,1.0662020905923344,4.9886759581881535,1.8649825783972125,2.792682926829268
204,화원읍,3.3161111111111112,1.1252777777777778,0.13083333333333333,3.9805555555555556,1.856111111111111,4.9275,1.5244444444444445,3.368611111111111
205,화전동,4.804347826086956,1.0869565217391304,0.13043478260869565,5.065217391304348,2.782608695652174,5.0,1.0,1.8695652173913044
206,황금동,3.4417910447761195,1.1701492537313434,0.2844349680170576,2.79317697228145,2.2891257995735605,4.925799573560767,1.4588486140724948,2.947547974413646
207,효령면,3.054295942720764,0.9988066825775657,0.007159904534606206,3.6715393794749405,2.8767899761336517,5.0,2.7568615751789975,4.533114558472554
208,효목동,4.231710300954245,1.0731587961830193,0.28725226327379494,2.6004404208465868,3.0166381208710544,4.985808661609983,1.0117445559089797,2.863469537558111
