"동·읍·면별(1)",동·읍·면별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"동·읍·면별(1)",동·읍·면별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),세대당 인구 (명),65세이상고령자 (명),평균연령 (세),인구밀도 (명/㎢),면적 (㎢)
"동·읍·면별(1)",동·읍·면별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계,소계,소계,소계,소계
"수성구",수성2·3가동,4435,10971,5336,5635,10926,5316,5610,45,20,25,2.46,2043,43.9,16878,0.65
"수성구",수성4가동,5653,13552,6255,7297,13510,6241,7269,42,14,28,2.39,3124,48.0,21511,0.63
"수성구",황금1동,8143,22546,10765,11781,22514,10746,11768,32,19,13,2.76,3267,41.7,8381,2.69
"수성구",황금2동,5959,11748,5588,6160,11675,5564,6111,73,24,49,1.96,2329,44.9,10128,1.16
"수성구",중동,6557,13172,6522,6650,13084,6490,6594,88,32,56,2.00,2406,44.5,14475,0.91
"수성구",상동,7588,15246,7325,7921,15097,7262,7835,149,63,86,1.99,3788,48.5,11463,1.33
"수성구",파동,6036,13346,6357,6989,13307,6342,6965,39,15,24,2.20,3332,47.6,2293,5.82
"수성구",두산동,7307,14596,7093,7503,14443,7022,7421,153,71,82,1.98,2303,43.9,7409,1.97
"수성구",지산1동,10215,20248,9625,10623,20143,9591,10552,105,34,71,1.97,5143,49.4,7670,2.64
"수성구",지산2동,8421,19082,8962,10120,19042,8947,10095,40,15,25,2.26,4321,47.4,9686,1.97
"수성구",범물1동,5799,10540,4753,5787,10512,4739,5773,28,14,14,1.81,3941,55.2,1938,5.44
"수성구",범물2동,6565,16310,7854,8456,16281,7845,8436,29,9,20,2.48,3193,45.3,7000,2.33
"수성구",고산1동,11820,31255,15097,16158,31180,15064,16116,75,33,42,2.64,4522,42.5,3556,8.79
"수성구",고산2동,10761,27113,13339,13774,27034,13305,13729,79,34,45,2.51,4622,43.7,1108,24.47
"수성구",고산3동,12252,31091,14910,16181,31028,14887,16141,63,23,40,2.53,5148,44.5,6206,5.01
"달서구",소계,235685,539175,265409,273766,527781,258933,268848,11394,6476,4918,2.24,93762,44.7,8645,62.37
"달서구",성당동,10446,21964,10632,11332,21827,10572,11255,137,60,77,2.09,5159,47.7,11037,1.99
"달서구",두류1·2동,8634,14925,7279,7646,14792,7245,7547,133,34,99,1.71,3597,48.3,11222,1.33
"달서구",두류3동,4408,8771,4208,4563,8709,4188,4521,62,20,42,1.98,2199,48.2,7831,1.12
"달서구",본리동,7997,19848,9753,10095,19461,9545,9916,387,208,179,2.43,2967,43.0,18209,1.09
"달서구",감삼동,12676,29666,14440,15226,29513,14376,15137,153,64,89,2.33,4228,42.4,25141,1.18
"달서구",죽전동,6783,12887,6340,6547,12740,6271,6469,147,69,78,1.88,2534,47.2,17415,0.74
"달서구",장기동,7067,16553,8217,8336,16089,7858,8231,464,359,105,2.28,2760,44.9,5323,3.11
"달서구",용산1동,12259,29118,14528,14590,28919,14452,14467,199,76,123,2.36,4238,44.5,22572,1.29
"달서구",용산2동,11263,26981,13490,13491,26730,13350,13380,251,140,111,2.37,3920,45.1,20440,1.32
"달서구",이곡1동,9088,22034,11071,10963,21440,10683,10757,594,388,206,2.36,3073,44.5,12107,1.82
"달서구",이곡2동,6990,15750,8030,7720,15221,7667,7554,529,363,166,2.18,2775,46.8,7721,2.04
"달서구",신당동,17239,34917,17755,17162,29643,15004,14639,5274,2751,2523,1.72,4890,44.4,3734,9.35
"달서구",월성1동,13381,40922,20031,20891,40830,19986,20844,92,45,47,3.05,3445,37.4,18772,2.18
"달서구",월성2동,8148,15638,7829,7809,14641,6918,7723,997,911,86,1.80,4926,53.3,2482,6.30
"달서구",진천동,21318,50993,24910,26083,50661,24770,25891,332,140,192,2.38,8708,44.2,9979,5.11
"달서구",유천동,11051,33835,16699,17136,33773,16672,17101,62,27,35,3.06,2046,34.6,27068,1.25
"달서구",상인1동,12962,34353,16716,17637,34251,16677,17574,102,39,63,2.64,5982,44.3,24714,1.39
"달서구",상인2동,9043,18452,9055,9397,18310,8998,9312,142,57,85,2.02,3502,45.9,20502,0.90
