Unnamed: 0,대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
80001,대구광역시 달서구 대곡동 23-11번지,5,0,15.5,철근콘크리트구조,"철근콘크리트조,경량철골조",단독주택,0,2004,35.8079571745356,128.511638645205
80002,대구광역시 달서구 대곡동 23-12번지,4,0,12.4,철근콘크리트구조,철근콘크리트구조,단독주택,0,2017,35.8083659412375,128.511746181414
80003,대구광역시 달서구 대곡동 23-13번지,4,0,13.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2017,35.8083314266353,128.512011260496
80004,대구광역시 달서구 대곡동 29-1번지,5,1,18.1,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,1991,35.8087085309324,128.511261475822
80005,대구광역시 달서구 대곡동 29-2번지,3,1,16.3,철근콘크리트구조,철근콘크리트조,근린생활시설,0,1997,35.8084669726288,128.511229351422
80006,대구광역시 달서구 대곡동 29-5번지,4,1,14.05,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",제2종근린생활시설,0,1990,35.8085732957331,128.511058450897
80007,대구광역시 달서구 대곡동 29-7번지,3,1,14.15,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1997,35.8080921056778,128.511493180168
80008,대구광역시 달서구 대곡동 30-1번지,1,0,6.45,경량철골구조,경량철골구조,자동차관련시설,0,2008,35.8086386310971,128.511646030284
80009,대구광역시 달서구 대곡동 30-2번지,3,1,11.1,철근콘크리트구조,"철근콘크리트조, 경량철골조",근린생활시설,0,    ,35.8087468910957,128.511844230389
80010,대구광역시 달서구 대곡동 30-3번지,1,0,5.93,일반철골구조,철골구조,제2종근린생활시설,0,2006,35.808905370765,128.512047587158
80011,대구광역시 달서구 대곡동 30-11번지,1,0,6.05,경량철골구조,경량철골구조,제2종근린생활시설,0,2010,35.8087093161579,128.511750809668
80012,대구광역시 달서구 대곡동 31-2번지,5,1,19.1,일반철골구조,일반철골구조,제2종근린생활시설,0,1987,35.8089875612842,128.512290763446
80013,대구광역시 달서구 대곡동 32-2번지,6,1,21.15,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1986,35.8093115065569,128.51278667158
80014,대구광역시 달서구 대곡동 35번지,4,0,13.85,철근콘크리트구조,철근콘크리트구조,단독주택,0,2015,35.8085447574284,128.512209793165
80015,대구광역시 달서구 대곡동 35-3번지,4,0,12.55,철근콘크리트구조,철근콘크리트구조,단독주택,0,2015,35.8086294271904,128.512320369628
80016,대구광역시 달서구 대곡동 36번지,3,0,11.0,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2006,35.8083013537461,128.512138136086
80017,대구광역시 달서구 대곡동 37번지,2,0,9.95,철근콘크리트구조,철근콘크리트조,단독주택,0,2007,35.8083213982955,128.51234993009
80018,대구광역시 달서구 대곡동 37번지,1,0,9.95,철근콘크리트구조,철근콘크리트조,단독주택,0,2002,35.8083213982955,128.51234993009
80019,대구광역시 달서구 대곡동 37-2번지,3,1,11.2,철근콘크리트구조,철근콘크리트조,노유자시설,0,1997,35.8085169083288,128.512510843241
80020,대구광역시 달서구 대곡동 39번지,1,0,4.1,경량철골구조,경량철골조,제1종근린생활시설,0,2003,35.80838312101,128.512679893186
80021,대구광역시 달서구 대곡동 39번지,1,0,4.1,경량철골구조,경량철골조,제2종근린생활시설,0,2003,35.80838312101,128.512679893186
80022,대구광역시 달서구 대곡동 39번지,1,0,5.0,경량철골구조,경량철골조,제2종근린생활시설,0,2003,35.80838312101,128.512679893186
80023,대구광역시 달서구 대곡동 39-1번지,2,0,6.9,철근콘크리트구조,"철근콘크리트조,벽돌구조",제2종근린생활시설,0,2002,35.8081418391611,128.512618674279
80024,대구광역시 달서구 대곡동 39-1번지,2,0,6.9,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,2002,35.8081418391611,128.512618674279
80025,대구광역시 달서구 대곡동 39-4번지,1,0,3.7,경량철골구조,경량철골구조,제2종근린생활시설,0,2004,35.807583888253,128.512493037906
80026,대구광역시 달서구 대곡동 39-4번지,1,0,4.18,경량철골구조,경량철골구조,제2종근린생활시설,0,2004,35.807583888253,128.512493037906
80027,대구광역시 달서구 대곡동 39-4번지,0,0,0.0,경량철골구조,경량철골구조,분뇨.쓰레기처리시설,0,,35.807583888253,128.512493037906
80028,대구광역시 달서구 대곡동 39-4번지,1,0,5.2,일반철골구조,"일반철골구조,경량철골조",제1종근린생활시설,0,2005,35.807583888253,128.512493037906
80029,대구광역시 달서구 대곡동 39-16번지,1,0,6.05,블록구조,시멘트블럭조,제2종근린생활시설,0,1984,35.8075617751821,128.51229525649
80030,대구광역시 달서구 대곡동 39-17번지,1,0,4.9,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,1996,35.8080748963434,128.512424245219
80031,대구광역시 달서구 대곡동 39-20번지,1,0,3.5,철근콘크리트구조,철근콘크리트조,근린생활시설,0,1994,35.8084666245444,128.51309069815
80032,대구광역시 달서구 대곡동 39-32번지,1,0,7.0,일반철골구조,일반철골구조,위험물저장및처리시설,0,2004,35.8071146208521,128.512259231169
80033,대구광역시 달서구 대곡동 39-32번지,1,0,4.05,철근콘크리트구조,철근콘크리트구조,위험물저장및처리시설,0,2004,35.8071146208521,128.512259231169
80034,대구광역시 달서구 대곡동 39-33번지,1,0,3.9,경량철골구조,경량철골구조,자동차관련시설,0,2006,35.8067591795322,128.512182242926
80035,대구광역시 달서구 대곡동 39-33번지,1,0,3.55,경량철골구조,경량철골조,제1종근린생활시설,0,2005,35.8067591795322,128.512182242926
80036,대구광역시 달서구 대곡동 39-33번지,1,0,4.5,경량철골구조,경량철골조,제2종근린생활시설,0,2005,35.8067591795322,128.512182242926
80037,대구광역시 달서구 대곡동 40번지,4,0,13.5,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2004,35.8085611191693,128.512656939351
80038,대구광역시 달서구 대곡동 41번지,1,0,0.0,철근콘크리트구조,R.C,근린생활시설,0,1994,35.8086817573387,128.512609001287
80039,대구광역시 달서구 대곡동 42-3번지,1,0,3.4,경량철골구조,경량철골조,제1종근린생활시설,0,2004,35.8090948372262,128.512753244272
80040,대구광역시 달서구 대곡동 42-5번지,1,0,4.25,경량철골구조,경량철골구조,제2종근린생활시설,0,2004,35.8090997801527,128.512825912023
80041,대구광역시 달서구 대곡동 42-7번지,1,0,4.0,경량철골구조,경량철골구조,제2종근린생활시설,0,2006,35.8088956686165,128.512818610538
80042,대구광역시 달서구 대곡동 46번지,25,0,76.4,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80043,대구광역시 달서구 대곡동 46번지,2,0,9.98,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80044,대구광역시 달서구 대곡동 46번지,23,0,70.9,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80045,대구광역시 달서구 대곡동 46번지,1,0,0.0,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2005,35.8090302087176,128.513770819012
80046,대구광역시 달서구 대곡동 46번지,0,1,4.0,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80047,대구광역시 달서구 대곡동 46번지,2,0,70.9,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80048,대구광역시 달서구 대곡동 46번지,2,0,4.3,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80049,대구광역시 달서구 대곡동 46번지,2,0,70.9,철근콘크리트구조,철근콘크리트구조,공동주택,0,2005,35.8090302087176,128.513770819012
80050,대구광역시 달서구 대곡동 46번지,1,0,4.45,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2005,35.8090302087176,128.513770819012
80051,대구광역시 달서구 대곡동 48번지,4,0,12.5,철근콘크리트구조,R.C조,공동주택,0,1996,35.8089454342529,128.513017362557
80052,대구광역시 달서구 대곡동 48-2번지,4,0,12.5,프리케스트콘크리트구조,R.C조,공동주택,0,1996,35.8088663977803,128.513253940451
80053,대구광역시 달서구 대곡동 48-3번지,4,0,12.6,철근콘크리트구조,철근콘크리트조,공동주택,0,1996,35.8086989481649,128.513219233413
80054,대구광역시 달서구 대곡동 48-5번지,4,0,12.5,철근콘크리트구조,철근콘크리트조,공동주택,0,1996,35.8087285517845,128.512979394917
80055,대구광역시 달서구 대곡동 48-8번지,3,2,13.35,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2013,35.8084280580508,128.513312333027
80056,대구광역시 달서구 대곡동 56-1번지,4,0,15.4,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2004,35.8092058396633,128.5155089606
80057,대구광역시 달서구 대곡동 56-2번지,2,0,7.9,일반철골구조,철골조,근린생활시설,0,2001,35.8091596494459,128.515227079774
80058,대구광역시 달서구 대곡동 56-5번지,1,0,4.8,경량철골구조,경량철골구조,제1종근린생활시설,0,2012,35.8093742407515,128.515525325964
80059,대구광역시 달서구 대곡동 56-6번지,1,0,7.9,일반철골구조,일반철골조,제1종근린생활시설,0,2001,35.8091634720705,128.514966726719
80060,대구광역시 달서구 대곡동 56-7번지,3,0,13.6,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2014,35.8085914488104,128.514542102845
80061,대구광역시 달서구 대곡동 57-1번지,5,1,17.2,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2016,35.8084892137351,128.514617049301
80062,대구광역시 달서구 대곡동 57-3번지,3,0,12.1,철근콘크리트구조,철근콘크리트구조,노유자시설,0,2008,35.8087210167009,128.514772462352
80063,대구광역시 달서구 대곡동 58번지,20,1,54.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80064,대구광역시 달서구 대곡동 58번지,1,0,4.05,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80065,대구광역시 달서구 대곡동 58번지,1,1,2.8,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80066,대구광역시 달서구 대곡동 58번지,1,0,4.2,벽돌구조,벽돌구조,공동주택,0,2003,35.8086050395315,128.515287013898
80067,대구광역시 달서구 대곡동 58번지,20,1,54.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80068,대구광역시 달서구 대곡동 58번지,20,1,54.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80069,대구광역시 달서구 대곡동 58번지,1,0,3.7,벽돌구조,벽돌구조,공동주택,0,2003,35.8086050395315,128.515287013898
80070,대구광역시 달서구 대곡동 58번지,1,1,2.6,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80071,대구광역시 달서구 대곡동 58번지,2,1,8.8,철근콘크리트구조,철근콘크리트구조,공동주택,0,2003,35.8086050395315,128.515287013898
80072,대구광역시 달서구 대곡동 62번지,1,0,3.95,경량철골구조,경량철골구조,제1종근린생활시설,0,2002,35.8092628333415,128.515777328809
80073,대구광역시 달서구 대곡동 62-1번지,3,0,10.9,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2003,35.8091299880919,128.515792726073
80074,대구광역시 달서구 대곡동 63번지,1,0,5.3,경량철골구조,경량철골조,자동차관련시설,0,2000,35.8093913688968,128.51585356305
80075,대구광역시 달서구 대곡동 63-2번지,4,0,14.05,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,2004,35.8091244074209,128.515935112813
80076,대구광역시 달서구 대곡동 63-8번지,1,0,5.5,경량철골구조,경량철골조,제2종근린생활시설,0,2000,35.8092041717136,128.516105673473
80077,대구광역시 달서구 대곡동 64번지,3,0,10.25,철근콘크리트구조,철근콘크리트조,단독주택,0,2002,35.809695338032,128.51576010415
80078,대구광역시 달서구 대곡동 64-1번지,3,0,11.1,일반철골구조,일반철골구조,단독주택,0,2002,35.8095709198382,128.515778980624
80079,대구광역시 달서구 대곡동 66번지,21,1,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1995,35.8096401146304,128.516394523452
80080,대구광역시 달서구 대곡동 66번지,22,1,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1995,35.8096401146304,128.516394523452
80081,대구광역시 달서구 대곡동 71-1번지,3,0,11.1,철골콘크리트구조,철골콘크리트구조,노유자시설,0,2003,35.8091775227947,128.516553665458
80082,대구광역시 달서구 대곡동 71-6번지,4,0,12.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2006,35.8089673706193,128.51701077841
80083,대구광역시 달서구 대곡동 71-7번지,3,0,10.5,철근콘크리트구조,"조적조, 철근콘크리트조",단독주택,0,1996,35.8089473112115,128.51715067669
80084,대구광역시 달서구 대곡동 71-9번지,2,0,8.88,일반철골구조,철골구조,제2종근린생활시설,0,2005,35.8089998135417,128.517324812804
80085,대구광역시 달서구 대곡동 71-10번지,3,0,9.85,철근콘크리트구조,철근콘크리구조,단독주택,0,2002,35.8091448792828,128.516841017392
80086,대구광역시 달서구 대곡동 71-11번지,2,0,7.0,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.8091198595295,128.517116897853
80087,대구광역시 달서구 대곡동 71-13번지,2,0,7.4,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",단독주택,0,2003,35.8091322768657,128.516968445935
80088,대구광역시 달서구 대곡동 71-15번지,3,0,9.1,철근콘크리트구조,철근콘크리트조,단독주택,0,2001,35.8091531863362,128.516711183862
80089,대구광역시 달서구 대곡동 72-2번지,5,0,17.2,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2003,35.8088807174606,128.517450325332
80090,대구광역시 달서구 대곡동 77번지,2,1,9.1,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1992,35.8085311035315,128.516704884439
80091,대구광역시 달서구 대곡동 77번지,19,1,52.1,철근콘크리트구조,철근콘크리트조,공동주택,0,1992,35.8085311035315,128.516704884439
80092,대구광역시 달서구 대곡동 77번지,0,1,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,,35.8085311035315,128.516704884439
80093,대구광역시 달서구 대곡동 77번지,22,1,60.5,철근콘크리트구조,철근콘크리트조,공동주택,0,1992,35.8085311035315,128.516704884439
80094,대구광역시 달서구 대곡동 77번지,0,1,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,,35.8085311035315,128.516704884439
80095,대구광역시 달서구 대곡동 77번지,1,1,0.0,기타조적구조,조적조,공동주택,0,,35.8085311035315,128.516704884439
80096,대구광역시 달서구 대곡동 77번지,20,1,54.9,철근콘크리트구조,철근콘크리트조,공동주택,0,1992,35.8085311035315,128.516704884439
80097,대구광역시 달서구 대곡동 77번지,0,1,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,,35.8085311035315,128.516704884439
80098,대구광역시 달서구 대곡동 77번지,2,0,0.0,기타조적구조,조적조,공동주택,0,,35.8085311035315,128.516704884439
80099,대구광역시 달서구 대곡동 77-1번지,1,0,5.0,경량철골구조,경량철골조,제2종근린생활시설,0,2000,35.8087255510521,128.51749206761
80100,대구광역시 달서구 대곡동 77-10번지,2,1,8.5,일반철골구조,"일반철골조, 철근콘크리트조",제2종근린생활시설,0,1999,35.8083626423991,128.517714166285
80101,대구광역시 달서구 대곡동 90번지,3,0,11.8,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",제2종근린생활시설,0,2000,35.8081673741483,128.517998529985
80102,대구광역시 달서구 대곡동 90-4번지,3,0,11.8,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,2000,35.8082492966402,128.517869546118
80103,대구광역시 달서구 대곡동 92-2번지,1,0,4.25,경량철골구조,경량철골구조,제2종근린생활시설,0,2006,35.8080714485774,128.517823458233
80104,대구광역시 달서구 대곡동 146번지,1,0,0.0,일반목구조,목조,단독주택,0,1962,,
80105,대구광역시 달서구 대곡동 329번지,1,0,0.0,일반목구조,목조,단독주택,0,1870,35.8004880001976,128.522375820963
80106,대구광역시 달서구 대곡동 409번지,2,0,0.0,철근콘크리트구조,R.C조,자동차관련시설,0,1995,35.8079078424626,128.526430178466
80107,대구광역시 달서구 대곡동 411번지,1,0,7.95,철근콘크리트구조,"철근콘크리트조, 일반철골조",자동차관련시설,0,1997,35.8074106188537,128.526597556912
80108,대구광역시 달서구 대곡동 411번지,1,0,0.0,철근콘크리트구조,"철근콘크리트조, 일반철골조",자동차관련시설,0,1997,35.8074106188537,128.526597556912
80109,대구광역시 달서구 대곡동 411번지,1,0,0.0,일반철골구조,"철골조, 판넬구조",위험물저장및처리시설,0,2001,35.8074106188537,128.526597556912
80110,대구광역시 달서구 대곡동 411번지,1,0,0.0,일반철골구조,"철골조, 판넬구조",위험물저장및처리시설,0,2001,35.8074106188537,128.526597556912
80111,대구광역시 달서구 대곡동 411번지,1,0,0.0,철근콘크리트구조,"철근콘크리트조, 일반철골조",자동차관련시설,0,1997,35.8074106188537,128.526597556912
80112,대구광역시 달서구 대곡동 524-1번지,1,0,3.9,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2017,35.8028903944849,128.5317472344
80113,대구광역시 달서구 대곡동 534번지,1,0,0.0,일반목구조,목조,종교시설,0,1932,,
80114,대구광역시 달서구 대곡동 534번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,,
80115,대구광역시 달서구 대곡동 534번지,1,0,0.0,일반목구조,목조,단독주택,0,1942,,
80116,대구광역시 달서구 대곡동 537번지,1,0,0.0,일반목구조,목조,단독주택,0,1931,,
80117,대구광역시 달서구 대곡동 601-3번지,1,0,0.0,일반목구조,"목조, 블록",단독주택,0,1945,,
80118,대구광역시 달서구 대곡동 611번지,1,0,0.0,일반목구조,목조,단독주택,0,1952,,
80119,대구광역시 달서구 대곡동 611번지,1,0,0.0,일반목구조,"목조, 블록",단독주택,0,1942,,
80120,대구광역시 달서구 대곡동 611-2번지,1,0,0.0,블록구조,"목조, 부록",단독주택,0,1942,35.8001908586633,128.528718878569
80121,대구광역시 달서구 대곡동 611-3번지,1,0,0.0,벽돌구조,세멘벽돌조,단독주택,0,1989,35.8000723582381,128.528208427315
80122,대구광역시 달서구 대곡동 611-3번지,1,0,3.2,경량철골구조,경량철골조,단독주택,0,2001,35.8000723582381,128.528208427315
80123,대구광역시 달서구 대곡동 611-4번지,4,0,16.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2018,35.8001265803725,128.528465768787
80124,대구광역시 달서구 대곡동 612-1번지,1,0,4.95,벽돌구조,시멘트벽돌조,단독주택,0,1995,35.8000249815504,128.527965487048
80125,대구광역시 달서구 대곡동 612-2번지,4,0,12.5,철근콘크리트구조,철근콘크리트구조,단독주택,0,2021,35.7999065589982,128.52792372822
80126,대구광역시 달서구 대곡동 613번지,1,0,3.0,블록구조,시멘트블럭조,단독주택,0,1938,35.7996872428815,128.527921629488
80127,대구광역시 달서구 대곡동 615번지,1,0,4.1,벽돌구조,시멘블록조,단독주택,0,1983,35.7997337863429,128.528166322618
80128,대구광역시 달서구 대곡동 617번지,1,0,4.0,경량철골구조,경량철골구조,단독주택,0,2017,35.7999124306808,128.528177819793
80129,대구광역시 달서구 대곡동 618번지,1,0,4.5,벽돌구조,시멘트벽돌조,단독주택,0,1993,35.7999278352514,128.528355435694
80130,대구광역시 달서구 대곡동 619번지,4,0,18.05,일반철골구조,일반철골구조,제1종근린생활시설,0,2019,35.7999790791375,128.52856349464
80131,대구광역시 달서구 대곡동 620번지,4,0,12.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2019,35.8000412492184,128.528755612968
80132,대구광역시 달서구 대곡동 621번지,1,0,5.7,경량철골구조,경량철골구조,제2종근린생활시설,0,2016,35.7998436524209,128.52883844027
80133,대구광역시 달서구 대곡동 622번지,3,0,8.85,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2016,35.7998208399064,128.528676500893
80134,대구광역시 달서구 대곡동 623번지,2,0,8.3,벽돌구조,세멘트벽돌조,단독주택,0,1994,35.7997808210386,128.528443215244
80135,대구광역시 달서구 대곡동 624번지,1,0,0.0,블록구조,"블록, 시멘벽돌",단독주택,0,1928,35.7996568914761,128.528600683474
80136,대구광역시 달서구 대곡동 624번지,1,0,0.0,일반목구조,"세멘브럭, 목조",단독주택,0,1917,35.7996568914761,128.528600683474
80137,대구광역시 달서구 대곡동 625번지,3,0,14.22,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2019,35.7994947753982,128.528600453236
80138,대구광역시 달서구 대곡동 626번지,1,0,3.3,경량철골구조,경량철골구조,제2종근린생활시설,0,2012,35.7994396121895,128.528374621668
80139,대구광역시 달서구 대곡동 626번지,1,0,2.7,벽돌구조,시멘트벽돌조,제2종근린생활시설,0,2000,35.7994396121895,128.528374621668
80140,대구광역시 달서구 대곡동 626번지,0,0,0.0,벽돌구조,시멘트벽돌조,제2종근린생활시설,0,,35.7994396121895,128.528374621668
80141,대구광역시 달서구 대곡동 626번지,1,0,3.4,기타강구조,기타강구조,단독주택,0,2006,35.7994396121895,128.528374621668
80142,대구광역시 달서구 대곡동 628번지,1,0,4.7,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.7995117927277,128.52807711596
80143,대구광역시 달서구 대곡동 629번지,1,0,3.2,일반목구조,"목조, 시멘블록조",단독주택,0,1949,35.7993653765707,128.528139133217
80144,대구광역시 달서구 대곡동 632번지,4,0,14.16,철근콘크리트구조,철근콘크리트구조,단독주택,0,2021,35.7992128308597,128.52827215964
80145,대구광역시 달서구 대곡동 633번지,2,0,8.05,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.7992670936765,128.52841998813
80146,대구광역시 달서구 대곡동 634번지,1,0,0.0,블록구조,블럭,단독주택,0,1936,35.7993210934139,128.528595576709
80147,대구광역시 달서구 대곡동 634번지,1,0,0.0,일반목구조,목조,종교시설,0,1941,35.7993210934139,128.528595576709
80148,대구광역시 달서구 대곡동 635번지,1,0,0.0,목구조,"목조, 세멘벽돌조",제2종근린생활시설,0,1948,35.7993842925006,128.528784726506
80149,대구광역시 달서구 대곡동 635번지,0,0,3.5,경량철골구조,경량철골구조,제2종근린생활시설,0,2008,35.7993842925006,128.528784726506
80150,대구광역시 달서구 대곡동 635번지,1,0,0.0,목구조,"목조, 세멘벽돌조",제2종근린생활시설,0,1948,35.7993842925006,128.528784726506
80151,대구광역시 달서구 대곡동 636번지,1,0,3.5,경량철골구조,경량철골구조,제2종근린생활시설,0,2008,35.7994145518327,128.528956320835
80152,대구광역시 달서구 대곡동 637번지,1,0,0.0,일반목구조,목조,동물및식물관련시설,0,1928,,
80153,대구광역시 달서구 대곡동 637-1번지,3,0,15.88,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2021,35.7995684327475,128.528959270018
80154,대구광역시 달서구 대곡동 638번지,1,0,0.0,일반목구조,목조,단독주택,0,1936,35.7996909222787,128.52890088844
80155,대구광역시 달서구 대곡동 638번지,1,0,0.0,일반목구조,목조,단독주택,0,1936,35.7996909222787,128.52890088844
80156,대구광역시 달서구 대곡동 638번지,1,0,4.85,블록구조,"시멘트블록조,조립식판넬조",제2종근린생활시설,0,1998,35.7996909222787,128.52890088844
80157,대구광역시 달서구 대곡동 638번지,1,0,0.0,일반목구조,목조,단독주택,0,1936,35.7996909222787,128.52890088844
80158,대구광역시 달서구 대곡동 778번지,2,0,9.63,일반철골구조,일반철골구조,제1종근린생활시설,0,2022,35.7988790932695,128.528898714834
80159,대구광역시 달서구 대곡동 781번지,2,0,6.5,일반철골구조,일반철골구조,제2종근린생활시설,0,2006,35.799039591191,128.528707326222
80160,대구광역시 달서구 대곡동 782번지,1,0,0.0,벽돌구조,"벽돌, 목조, 부록",단독주택,0,1951,35.7989371054321,128.528532026007
80161,대구광역시 달서구 대곡동 785번지,1,0,6.3,경량철골구조,경량철골구조,단독주택,0,2022,35.7989497149596,128.528369550378
80162,대구광역시 달서구 대곡동 800-1번지,2,1,7.8,철근콘크리트구조,"철근콘크리트, 철골조",위험물저장및처리시설,0,1995,,
80163,대구광역시 달서구 대곡동 809-1번지,2,0,8.7,철근콘크리트구조,철근콘크리트/벽돌구조,단독주택,0,1998,35.7951558607751,128.529068059231
80164,대구광역시 달서구 대곡동 809-1번지,1,0,0.0,벽돌구조,벽돌구조,분뇨.쓰레기처리시설,0,,35.7951558607751,128.529068059231
80165,대구광역시 달서구 대곡동 809-3번지,3,1,13.8,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2017,35.7944202350062,128.529323630453
80166,대구광역시 달서구 대곡동 809-6번지,1,0,5.0,경량철골구조,경량철골구조,제1종근린생활시설,0,2020,35.7949738722329,128.529114014889
80167,대구광역시 달서구 대곡동 809-10번지,3,1,12.8,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2017,35.7941951990871,128.529303610719
80168,대구광역시 달서구 대곡동 817번지,1,0,0.0,경량철골구조,경량철골조,단독주택,0,2000,35.7942541529025,128.528862963431
80169,대구광역시 달서구 대곡동 817번지,1,0,4.9,철근콘크리트구조,철근콘크리트조,단독주택,0,1999,35.7942541529025,128.528862963431
80170,대구광역시 달서구 대곡동 820번지,2,0,7.8,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.794044428533,128.5286168199
80171,대구광역시 달서구 대곡동 821번지,2,0,8.95,일반철골구조,일반철골구조,제1종근린생활시설,0,2021,35.7941240620235,128.528952166557
80172,대구광역시 달서구 대곡동 824번지,1,0,7.0,기타강구조,기타강구조,제1종근린생활시설,0,2012,35.7936164982206,128.528883596833
80173,대구광역시 달서구 대곡동 825번지,1,0,7.45,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2000,35.7938585463654,128.528883920793
80174,대구광역시 달서구 대곡동 825번지,1,0,2.65,강파이프구조,강파이프구조,제2종근린생활시설,0,2023,35.7938585463654,128.528883920793
80175,대구광역시 달서구 대곡동 825번지,1,0,3.92,조립식판넬조,조립식판넬조,제2종근린생활시설,0,2023,35.7938585463654,128.528883920793
80176,대구광역시 달서구 대곡동 825번지,1,0,2.65,강파이프구조,강파이프구조,제2종근린생활시설,0,2023,35.7938585463654,128.528883920793
80177,대구광역시 달서구 대곡동 827번지,2,0,8.3,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2003,35.7939506194228,128.529247268373
80178,대구광역시 달서구 대곡동 828번지,1,0,0.0,일반목구조,목조,단독주택,0,1928,35.7937571188896,128.529185158111
80179,대구광역시 달서구 대곡동 829번지,1,0,4.9,벽돌구조,시멘트벽돌조,제2종근린생활시설,0,2001,35.7937665871811,128.52934052474
80180,대구광역시 달서구 대곡동 830번지,1,0,4.4,일반목구조,"경량철골조, 벽돌",제2종근린생활시설,0,1944,35.793570490194,128.529369174856
80181,대구광역시 달서구 대곡동 831번지,1,0,4.7,벽돌구조,"시멘트벽돌조,경량철골조",제2종근린생활시설,0,2003,35.7934826304822,128.528979252821
80182,대구광역시 달서구 대곡동 832번지,1,0,0.0,블록구조,"블록, 목조",단독주택,0,1949,35.7932792992071,128.529002787731
80183,대구광역시 달서구 대곡동 833번지,1,0,0.0,일반목구조,목조,단독주택,0,1944,35.7934377916118,128.52925248295
80184,대구광역시 달서구 대곡동 834번지,1,0,0.0,일반목구조,목조,단독주택,0,1938,35.7932403079255,128.529269713911
80185,대구광역시 달서구 대곡동 837번지,4,0,17.8,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2019,35.7930642923604,128.529327838974
80186,대구광역시 달서구 대곡동 838번지,3,0,10.8,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2014,35.7929649189596,128.529602123665
