대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
대구광역시 군위군 군위읍 동부리 323-2번지,1,0,11.24,철근콘크리트구조,철근콘크리트구조/철골조,교육연구시설,0,2016,36.2388742882813,128.568952042129
대구광역시 군위군 군위읍 동부리 323-2번지,1,0,0.0,철근콘크리트구조,철근콘크리트구조,창고시설,0,1968,36.2388742882813,128.568952042129
대구광역시 군위군 군위읍 동부리 323-2번지,2,0,7.85,철근콘크리트구조,철근콘크리트구조,교육연구시설,0,1968,36.2388742882813,128.568952042129
대구광역시 군위군 군위읍 동부리 323-2번지,1,0,0.0,철근콘크리트구조,철근콘크리트구조,창고시설,0,1968,36.2388742882813,128.568952042129
대구광역시 군위군 군위읍 동부리 324-1번지,4,0,12.4,철골콘크리트구조,"철골콘크리트조,시멘트벽돌조",단독주택,0,1992,36.2403252766055,128.568426425983
대구광역시 군위군 군위읍 동부리 324-4번지,2,0,12.3,철근콘크리트구조,철근콘크리트조,창고시설,0,1989,36.2399900652039,128.568639750242
대구광역시 군위군 군위읍 동부리 324-4번지,1,0,0.0,철근콘크리트구조,철근콘크리트조,자동차관련시설,0,1989,36.2399900652039,128.568639750242
대구광역시 군위군 군위읍 동부리 324-4번지,2,1,12.3,철근콘크리트구조,철근콘크리트구조/일반철골조,제1종근린생활시설,0,1989,36.2399900652039,128.568639750242
대구광역시 군위군 군위읍 동부리 324-5번지,4,0,0.0,철근콘크리트구조,철근콘크리트,공동주택,0,1991,36.240313401717,128.568569237207
대구광역시 군위군 군위읍 동부리 324-6번지,4,0,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1991,36.2403018780915,128.568774569594
대구광역시 군위군 군위읍 동부리 325-1번지,1,0,7.5,벽돌구조,시멘트벽돌조,제2종근린생활시설,0,2002,36.2402707610364,128.569024115561
대구광역시 군위군 군위읍 동부리 325-1번지,1,0,7.5,경량철골구조,시멘트벽돌조,단독주택,0,2002,36.2402707610364,128.569024115561
대구광역시 군위군 군위읍 동부리 325-6번지,2,0,6.0,벽돌구조,벽돌조 외2,단독주택,0,1988,36.2402667699395,128.569211578253
대구광역시 군위군 군위읍 동부리 327-3번지,2,0,7.7,일반목구조,일반목구조,단독주택,0,2016,36.2403094316517,128.569551921007
대구광역시 군위군 군위읍 동부리 328-1번지,1,0,0.0,경량철골구조,조립식판넬,단독주택,0,1996,36.240525395608,128.568867246693
대구광역시 군위군 군위읍 동부리 328-1번지,1,0,0.0,경량철골구조,조립식판넬조,단독주택,0,1996,36.240525395608,128.568867246693
대구광역시 군위군 군위읍 동부리 329번지,2,0,9.1,일반철골구조,경량철골조,제1종근린생활시설,0,2006,36.2407802856394,128.568828291982
대구광역시 군위군 군위읍 동부리 329번지,1,0,0.0,일반철골구조,"철골조,경량철골조",제1종근린생활시설,0,1997,36.2407802856394,128.568828291982
대구광역시 군위군 군위읍 동부리 329번지,1,0,2.8,강파이프구조,강파이프구조,제1종근린생활시설,0,2024,36.2407802856394,128.568828291982
대구광역시 군위군 군위읍 동부리 329-1번지,2,0,7.4,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1999,36.2406597028653,128.568589061008
대구광역시 군위군 군위읍 동부리 329-2번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1999,36.2406483200603,128.568708078205
대구광역시 군위군 군위읍 동부리 330-2번지,1,0,4.5,경량철골구조,경량철골조,창고시설,0,2002,36.2407398436198,128.569204795579
대구광역시 군위군 군위읍 동부리 331번지,1,0,3.9,철근콘크리트구조,철근콘크리트구조,위험물저장및처리시설,0,2014,36.241270701221,128.568756557817
대구광역시 군위군 군위읍 동부리 331번지,1,0,3.9,경량철골구조,경량철골구조,위험물저장및처리시설,0,2014,36.241270701221,128.568756557817
대구광역시 군위군 군위읍 동부리 331번지,1,0,6.7,일반철골구조,일반철골구조,위험물저장및처리시설,0,2014,36.241270701221,128.568756557817
대구광역시 군위군 군위읍 동부리 332-2번지,2,0,11.5,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,2006,36.240690356919,128.56955631233
대구광역시 군위군 군위읍 동부리 332-2번지,1,0,0.0,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,2006,36.240690356919,128.56955631233
대구광역시 군위군 군위읍 동부리 332-3번지,1,0,4.0,경량철골구조,경량철골구조,제1종근린생활시설,0,2018,36.2411929404903,128.569106622115
대구광역시 군위군 군위읍 동부리 332-3번지,2,0,12.7,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2017,36.2411929404903,128.569106622115
대구광역시 군위군 군위읍 동부리 332-8번지,3,0,10.8,철근콘크리트구조,철근콘크리트조,단독주택,0,2008,36.2412479526479,128.569528974668
대구광역시 군위군 군위읍 동부리 332-9번지,3,0,18.9,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,2010,36.2412471420262,128.569343527145
대구광역시 군위군 군위읍 동부리 333-1번지,1,0,7.55,일반철골구조,"일반철골조,경량철골구조",제2종근린생활시설,0,2007,36.2412256198181,128.569685816506
대구광역시 군위군 군위읍 동부리 336번지,2,0,7.2,벽돌구조,시멘트벽돌조,단독주택,0,1982,,
대구광역시 군위군 군위읍 동부리 374번지,1,0,0.0,,조적조,단독주택,0,nan,36.23693844898,128.571705679601
대구광역시 군위군 군위읍 동부리 374번지,1,0,0.0,조적구조,조적조,단독주택,0,nan,36.23693844898,128.571705679601
대구광역시 군위군 군위읍 동부리 375번지,2,0,8.5,철근콘크리트구조,"철근콘크리트,시멘트벽돌",창고시설,0,1998,36.2373747859034,128.571785937248
대구광역시 군위군 군위읍 동부리 376-1번지,1,0,5.5,경량철골구조,경량철골구조,제2종근린생활시설,0,2022,36.2375818789102,128.571667729373
대구광역시 군위군 군위읍 동부리 376-1번지,1,0,6.5,경량철골구조,경량철골구조,제2종근린생활시설,0,2024,36.2375818789102,128.571667729373
대구광역시 군위군 군위읍 동부리 376-1번지,1,0,3.7,경량철골구조,경량철골구조,제2종근린생활시설,0,2023,36.2375818789102,128.571667729373
대구광역시 군위군 군위읍 동부리 376-6번지,2,0,6.35,철근콘크리트구조,철근콘크리트,단독주택,0,2022,36.2376548507279,128.571271204367
대구광역시 군위군 군위읍 동부리 381번지,0,1,5.0,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 381번지,10,0,29.55,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 381번지,10,0,29.55,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 381번지,1,0,4.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 381번지,0,1,4.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 381번지,1,0,4.2,철근콘크리트구조,철근콘크리트구조,공동주택,0,2018,36.2372932578395,128.570748522674
대구광역시 군위군 군위읍 동부리 382-5번지,3,0,11.11,철근콘크리트구조,철근콘크리트조,단독주택,0,2008,36.2385018994502,128.571619521413
대구광역시 군위군 군위읍 동부리 382-5번지,1,0,5.07,일반철골구조,일반철골조,창고시설,0,2008,36.2385018994502,128.571619521413
대구광역시 군위군 군위읍 동부리 383-2번지,9,1,24.75,철근콘크리트구조,철근콘크리트조,공동주택,0,2013,36.2381165492716,128.571382668214
대구광역시 군위군 군위읍 동부리 383-3번지,9,1,24.75,철근콘크리트구조,철근콘크리트조,공동주택,0,2013,36.2380891638765,128.571772989357
대구광역시 군위군 군위읍 동부리 387번지,7,0,20.8,철근콘크리트구조,철근콘크리트구조,공동주택,0,2016,36.2381843835758,128.570224430703
대구광역시 군위군 군위읍 동부리 387-3번지,2,0,6.8,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2019,36.2378971473401,128.570057176532
대구광역시 군위군 군위읍 동부리 387-7번지,7,0,20.8,철근콘크리트구조,철근콘크리트구조,공동주택,0,2016,36.2384598525359,128.570237838539
대구광역시 군위군 군위읍 동부리 389-1번지,1,0,0.0,경량철골구조,조립식판넬조,단독주택,0,1998,36.2395420751256,128.569447700961
대구광역시 군위군 군위읍 동부리 396-1번지,2,0,0.0,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,1988,36.2391461102142,128.568013547102
대구광역시 군위군 군위읍 동부리 396-3번지,1,0,0.0,벽돌구조,철근콘크리트조,제2종근린생활시설,0,nan,36.2392939073097,128.568094696837
대구광역시 군위군 군위읍 동부리 396-3번지,4,0,13.65,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,nan,36.2392939073097,128.568094696837
대구광역시 군위군 군위읍 동부리 396-5번지,2,0,0.0,철근콘크리트구조,철근콘크리트,제1종근린생활시설,0,1980,36.2390342179727,128.567970489303
대구광역시 군위군 군위읍 동부리 396-6번지,1,0,0.0,벽돌구조,시멘트벽돌조,,0,1989,36.2389144809454,128.567927831102
대구광역시 군위군 군위읍 동부리 396-6번지,2,0,0.0,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1989,36.2389144809454,128.567927831102
대구광역시 군위군 군위읍 동부리 396-9번지,2,0,7.45,철근콘크리트구조,철근콘크리트조,단독주택,0,1988,36.2385372516585,128.567785815823
대구광역시 군위군 군위읍 동부리 396-10번지,2,0,7.55,철근콘크리트구조,철근콘크리트조,단독주택,0,2011,36.2386663136782,128.567838893258
대구광역시 군위군 군위읍 동부리 396-13번지,2,0,7.4,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,2011,36.2386083091033,128.567823163221
대구광역시 군위군 군위읍 동부리 397-6번지,3,0,0.0,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1990,36.2387740299615,128.567884314367
대구광역시 군위군 군위읍 동부리 400-6번지,1,0,0.0,일반목구조,목조,단독주택,0,1965,36.2372821856448,128.568680852148
대구광역시 군위군 군위읍 동부리 400-6번지,1,0,0.0,블록구조,블록조,단독주택,0,1975,36.2372821856448,128.568680852148
대구광역시 군위군 군위읍 동부리 400-6번지,1,0,0.0,일반목구조,목조,단독주택,0,1965,36.2372821856448,128.568680852148
대구광역시 군위군 군위읍 동부리 400-7번지,1,0,0.0,일반목구조,시멘트벽돌조,단독주택,0,1981,36.2372478637454,128.568446470211
대구광역시 군위군 군위읍 동부리 400-7번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1981,36.2372478637454,128.568446470211
대구광역시 군위군 군위읍 동부리 400-8번지,1,0,5.95,기타조적구조,ALC블럭조,단독주택,0,2016,36.2371676009581,128.568362110874
대구광역시 군위군 군위읍 동부리 400-9번지,1,0,3.0,경량철골구조,경량철골구조,제1종근린생활시설,0,2013,36.237523831355,128.568524951782
대구광역시 군위군 군위읍 동부리 401-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1953,36.2377362466324,128.568832079679
대구광역시 군위군 군위읍 동부리 401-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1953,36.2377362466324,128.568832079679
대구광역시 군위군 군위읍 동부리 401-1번지,1,0,0.0,블록구조,목조,단독주택,0,1953,36.2377362466324,128.568832079679
대구광역시 군위군 군위읍 동부리 401-2번지,2,0,0.0,벽돌구조,벽돌조,창고시설,0,1970,36.2376500047975,128.568928795953
대구광역시 군위군 군위읍 동부리 401-2번지,2,0,0.0,벽돌구조,벽돌조,단독주택,0,1970,36.2376500047975,128.568928795953
대구광역시 군위군 군위읍 동부리 402-2번지,1,0,3.8,경량철골구조,경량철골구조,제2종근린생활시설,0,2018,36.237765336205,128.5690805963
대구광역시 군위군 군위읍 동부리 402-2번지,1,0,4.5,벽돌구조,시멘트벽돌조,단독주택,0,2004,36.237765336205,128.5690805963
대구광역시 군위군 군위읍 동부리 403-2번지,1,0,5.0,경량철골구조,경량철골구조,단독주택,0,2013,36.2378636896785,128.569248964927
대구광역시 군위군 군위읍 동부리 403-3번지,2,0,7.86,경량철골구조,경량철골구조,단독주택,0,2018,36.2377730096518,128.56924437139
대구광역시 군위군 군위읍 동부리 403-6번지,4,0,17.0,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2020,36.2379538361205,128.569232413755
대구광역시 군위군 군위읍 동부리 404-3번지,1,0,0.0,일반목구조,목조,단독주택,0,1969,36.23749112491,128.568902595668
대구광역시 군위군 군위읍 동부리 404-3번지,1,0,0.0,블록구조,목조,단독주택,0,1969,36.23749112491,128.568902595668
대구광역시 군위군 군위읍 동부리 404-3번지,1,0,0.0,일반목구조,목조,단독주택,0,1969,36.23749112491,128.568902595668
대구광역시 군위군 군위읍 동부리 404-4번지,1,0,0.0,일반목구조,목조,단독주택,0,1950,36.2374193189089,128.569245198408
대구광역시 군위군 군위읍 동부리 404-5번지,1,0,0.0,기타조적구조,흙벽돌조,단독주택,0,1956,36.2372771771283,128.569392407469
대구광역시 군위군 군위읍 동부리 404-5번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,nan,36.2372771771283,128.569392407469
대구광역시 군위군 군위읍 동부리 404-5번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,nan,36.2372771771283,128.569392407469
대구광역시 군위군 군위읍 동부리 404-6번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1998,36.237227365385,128.56906127849
대구광역시 군위군 군위읍 동부리 404-7번지,1,0,0.0,블록구조,흙벽돌조,단독주택,0,1965,36.2375453366816,128.569207451813
대구광역시 군위군 군위읍 동부리 404-7번지,1,0,0.0,기타조적구조,흙벽돌조,단독주택,0,1965,36.2375453366816,128.569207451813
대구광역시 군위군 군위읍 동부리 404-8번지,1,0,4.5,벽돌구조,벽돌구조,단독주택,0,2004,36.23750783165,128.569071556135
대구광역시 군위군 군위읍 동부리 404-9번지,2,0,7.6,철근콘크리트구조,"철근콘크리트구조,시멘트벽돌조",제1종근린생활시설,0,2002,,
대구광역시 군위군 군위읍 동부리 404-10번지,3,0,11.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2019,36.2373791946517,128.568986117793
대구광역시 군위군 군위읍 동부리 404-11번지,1,0,0.0,벽돌구조,벽돌조,단독주택,0,1981,36.2372326660198,128.569254814889
대구광역시 군위군 군위읍 동부리 404-11번지,1,0,0.0,벽돌구조,벽돌조,단독주택,0,1981,36.2372326660198,128.569254814889
대구광역시 군위군 군위읍 동부리 405-1번지,1,0,6.1,일반철골구조,일반철골구조,제1종근린생활시설,0,2021,36.2369457515096,128.569214041852
대구광역시 군위군 군위읍 동부리 405-3번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1984,36.2367878666557,128.569304319209
대구광역시 군위군 군위읍 동부리 405-3번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1984,36.2367878666557,128.569304319209
