Unnamed: 0,대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
66099,대구광역시 달서구 상인동 153번지,6,0,21.4,철근콘크리트구조,철근콘크리트구조,교육연구시설,0,2007,35.819180617349,128.530838216602
66100,대구광역시 달서구 상인동 155-1번지,6,0,27.3,철근콘크리트구조,철근콘크리트구조,교육연구시설,0,2006,35.8189344341367,128.531077681483
66101,대구광역시 달서구 상인동 155-2번지,4,0,16.6,일반철골구조,일반철골구조,제2종근린생활시설,0,2012,35.8187162185674,128.531342908984
66102,대구광역시 달서구 상인동 155-4번지,4,0,15.8,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2007,35.8188230017071,128.531201786476
66103,대구광역시 달서구 상인동 162번지,7,1,35.0,철골철근콘크리트구조,철골철근콘크리트구조,제1종근린생활시설,0,2011,35.8179496301648,128.532471901236
66104,대구광역시 달서구 상인동 162-2번지,11,2,44.6,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2009,35.8175446319727,128.532621671128
66105,대구광역시 달서구 상인동 163-5번지,1,0,0.0,블록구조,세멘부록,단독주택,0,1973,35.8174115606531,128.532824243777
66106,대구광역시 달서구 상인동 164번지,1,0,0.0,일반목구조,목조,단독주택,0,1945,,
66107,대구광역시 달서구 상인동 171-1번지,19,6,65.4,철근콘크리트구조,철근콘크리트구조,공동주택,2,2007,35.8181874228176,128.533215569964
66108,대구광역시 달서구 상인동 171-1번지,2,6,16.4,철근콘크리트구조,철근콘크리트구조,판매시설,0,2007,35.8181874228176,128.533215569964
66109,대구광역시 달서구 상인동 171-1번지,26,6,85.0,철근콘크리트구조,철근콘크리트구조,공동주택,3,2007,35.8181874228176,128.533215569964
66110,대구광역시 달서구 상인동 171-1번지,2,6,16.4,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2007,35.8181874228176,128.533215569964
66111,대구광역시 달서구 상인동 171-1번지,23,6,76.6,철근콘크리트구조,철근콘크리트구조,공동주택,1,2007,35.8181874228176,128.533215569964
66112,대구광역시 달서구 상인동 171-1번지,26,6,85.0,철근콘크리트구조,철근콘크리트구조,공동주택,3,2007,35.8181874228176,128.533215569964
66113,대구광역시 달서구 상인동 171-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1951,35.8181874228176,128.533215569964
66114,대구광역시 달서구 상인동 172번지,1,0,0.0,일반목구조,목조,단독주택,0,1962,,
66115,대구광역시 달서구 상인동 172번지,1,0,0.0,일반목구조,목조,제1종근린생활시설,0,1963,,
66116,대구광역시 달서구 상인동 185-1번지,5,0,19.85,철근콘크리트구조,철근콘크리트구조,교육연구시설,0,2016,35.8189824523466,128.534272577893
66117,대구광역시 달서구 상인동 185-6번지,4,0,14.9,철근콘크리트구조,철근콘크리트조,단독주택,0,2001,35.8188756486639,128.534069149733
66118,대구광역시 달서구 상인동 185-7번지,4,0,12.9,철근콘크리트구조,철근콘크리트조,단독주택,0,2002,35.8188071465122,128.533957297964
66119,대구광역시 달서구 상인동 186-1번지,3,0,9.75,철근콘크리트구조,"R.C, 조적조",단독주택,0,1998,35.8190054211191,128.534562797847
66120,대구광역시 달서구 상인동 186-11번지,3,0,9.75,벽돌구조,"철근콘크리트조, 시멘트벽돌조",공동주택,0,1998,35.8189780016482,128.534430603149
66121,대구광역시 달서구 상인동 186-12번지,3,0,9.75,벽돌구조,"R.C, 시멘트벽돌조",공동주택,0,1998,35.8188636387474,128.534332252033
66122,대구광역시 달서구 상인동 186-13번지,3,0,9.9,철근콘크리트구조,"R.C, 시멘트벽돌조",단독주택,0,1998,35.8187326860919,128.534227496505
66123,대구광역시 달서구 상인동 186-14번지,3,0,9.9,철근콘크리트구조,"R.C, 시멘트벽돌조",단독주택,0,1998,35.8186703883981,128.534102597565
66124,대구광역시 달서구 상인동 187-1번지,3,0,10.7,철근콘크리트구조,철근콘크리트조,단독주택,0,2001,35.8189109111831,128.53463168032
66125,대구광역시 달서구 상인동 187-4번지,5,0,15.0,철근콘크리트구조,철근콘크리트조,공동주택,0,2003,35.8185986484139,128.534209094864
66126,대구광역시 달서구 상인동 187-5번지,4,0,13.45,철근콘크리트구조,철근콘크리트구조,단독주택,0,2017,35.8188132647143,128.534508645187
66127,대구광역시 달서구 상인동 187-7번지,4,0,14.5,철근콘크리트구조,철근콘크리트구조,단독주택,0,2016,35.8187027310635,128.534371531809
66128,대구광역시 달서구 상인동 188-1번지,4,0,11.0,철근콘크리트구조,철근콘크리트구조,공동주택,0,2011,35.8187546806015,128.534685765217
66129,대구광역시 달서구 상인동 188-4번지,5,0,20.7,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2013,35.8185219060381,128.534298013972
66130,대구광역시 달서구 상인동 188-11번지,4,0,13.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2018,35.8186320145722,128.534503718003
66131,대구광역시 달서구 상인동 190-1번지,4,0,18.15,철근콘크리트구조,철근콘크리트구조,의료시설,0,2011,35.8187147336721,128.534970015335
66132,대구광역시 달서구 상인동 190-6번지,5,1,18.7,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",제1종근린생활시설,0,1994,35.8184513852791,128.53446428197
66133,대구광역시 달서구 상인동 190-10번지,4,1,16.7,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,1991,35.818342641216,128.534681041844
66134,대구광역시 달서구 상인동 190-23번지,4,0,13.9,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2011,35.8184843975808,128.535181667614
