대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
대구광역시 군위군 삼국유사면 낙전리 374번지,1,0,5.0,경량철골구조,경량철골조,단독주택,0,2010,36.2136363263831,128.826356336423
대구광역시 군위군 삼국유사면 낙전리 374번지,1,0,2.6,경량철골구조,경량철골조,단독주택,0,2010,36.2136363263831,128.826356336423
대구광역시 군위군 삼국유사면 낙전리 374번지,1,0,3.0,블록구조,블록조,단독주택,0,2010,36.2136363263831,128.826356336423
대구광역시 군위군 삼국유사면 낙전리 377번지,1,0,0.0,일반목구조,목조,단독주택,0,1948,36.2136904598442,128.825790955398
대구광역시 군위군 삼국유사면 낙전리 387-2번지,1,0,0.0,일반목구조,목조,단독주택,0,1948,36.213583461046,128.825014232907
대구광역시 군위군 삼국유사면 낙전리 388-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1950,36.2134401835733,128.824967539424
대구광역시 군위군 삼국유사면 낙전리 453번지,1,0,5.97,트러스목구조,트러스목구조,단독주택,0,2019,36.1990945077934,128.817427107999
대구광역시 군위군 삼국유사면 낙전리 513-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1949,36.1944802726163,128.821839438903
대구광역시 군위군 삼국유사면 낙전리 513-2번지,1,0,0.0,일반목구조,목조,단독주택,0,1955,36.1943728527158,128.821692323022
대구광역시 군위군 삼국유사면 낙전리 513-6번지,1,0,0.0,일반목구조,목조,단독주택,0,1944,36.1940223043012,128.821522899624
대구광역시 군위군 삼국유사면 낙전리 514번지,1,0,0.0,일반목구조,목조,단독주택,0,1949,36.1946280519584,128.822028510818
대구광역시 군위군 삼국유사면 낙전리 516번지,1,0,5.6,철근콘크리트구조,철근콘크리트조,단독주택,0,2008,36.1948446925197,128.821890794069
대구광역시 군위군 삼국유사면 낙전리 517번지,1,0,0.0,일반목구조,목조,단독주택,0,1935,36.1947284568184,128.821736803158
대구광역시 군위군 삼국유사면 낙전리 518-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1950,36.19447436465,128.82156461115
대구광역시 군위군 삼국유사면 낙전리 519번지,1,0,0.0,일반목구조,목조,단독주택,0,1949,36.1945567839762,128.821483590983
대구광역시 군위군 삼국유사면 낙전리 539-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1950,36.193368669878,128.821860368944
대구광역시 군위군 삼국유사면 낙전리 543번지,1,0,0.0,블록구조,시멘트블럭조,단독주택,0,1992,36.1931568935145,128.821850236817
대구광역시 군위군 삼국유사면 낙전리 545번지,1,0,3.0,기타조적구조,흙벽돌조,동물및식물관련시설,0,1974,36.1930479100988,128.822001117507
대구광역시 군위군 삼국유사면 낙전리 545번지,1,0,3.0,일반목구조,경량철골조,창고시설,0,2008,36.1930479100988,128.822001117507
대구광역시 군위군 삼국유사면 낙전리 545번지,1,0,4.5,경량철골구조,경량철골조,단독주택,0,2008,36.1930479100988,128.822001117507
대구광역시 군위군 삼국유사면 낙전리 546번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.192938806216,128.822106640208
대구광역시 군위군 삼국유사면 낙전리 546번지,1,0,4.8,벽돌구조,벽돌조,단독주택,0,2011,36.192938806216,128.822106640208
대구광역시 군위군 삼국유사면 낙전리 546번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.192938806216,128.822106640208
대구광역시 군위군 삼국유사면 낙전리 547번지,1,0,4.5,벽돌구조,,제1종근린생활시설,0,2017,36.1927974251954,128.822319910095
대구광역시 군위군 삼국유사면 낙전리 547-1번지,1,0,0.0,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1979,36.1932514874513,128.822632467433
대구광역시 군위군 삼국유사면 낙전리 547-2번지,2,0,7.4,경량철골구조,경량철골구조,단독주택,0,2020,36.1928555025509,128.822210203825
대구광역시 군위군 삼국유사면 낙전리 551번지,1,0,0.0,일반목구조,목조,단독주택,0,1940,36.1926734278045,128.821663729317
대구광역시 군위군 삼국유사면 낙전리 551-2번지,1,0,5.2,경량철골구조,경량철골구조,단독주택,0,2020,36.1928128537825,128.821720874085
대구광역시 군위군 삼국유사면 낙전리 552-1번지,1,0,0.0,블록구조,블럭조,제1종근린생활시설,0,1987,36.1931577811367,128.821661723245
대구광역시 군위군 삼국유사면 낙전리 556번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1927834595498,128.821538663059
대구광역시 군위군 삼국유사면 낙전리 579-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1926110996318,128.821105579736
대구광역시 군위군 삼국유사면 낙전리 581번지,1,0,4.7,기타강구조,샌드위치패널조,단독주택,0,2008,36.1926926888392,128.821268545245
대구광역시 군위군 삼국유사면 낙전리 616번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1910291438145,128.822493467104
대구광역시 군위군 삼국유사면 낙전리 646번지,1,0,4.5,일반목구조,일반목구조,창고시설,0,2005,36.1876038980181,128.816111636083
대구광역시 군위군 삼국유사면 낙전리 646번지,1,0,4.5,기타강구조,샌드위치판넬,단독주택,0,2005,36.1876038980181,128.816111636083
대구광역시 군위군 삼국유사면 낙전리 647번지,1,1,4.5,일반목구조,목조,단독주택,0,2005,36.1872073319594,128.816486075846
대구광역시 군위군 삼국유사면 낙전리 658번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1885147813461,128.816212928881
대구광역시 군위군 삼국유사면 낙전리 674번지,1,0,0.0,일반목구조,목조,제2종근린생활시설,0,1926,36.1897854696848,128.812420953128
대구광역시 군위군 삼국유사면 낙전리 675번지,1,0,3.45,경량철골구조,경량철구조물,문화및집회시설,0,1995,36.1900271315922,128.812819806525
대구광역시 군위군 삼국유사면 낙전리 730-4번지,1,0,7.7,경량철골구조,경량철골구조,창고시설,0,2016,36.197541682998,128.817107944302
대구광역시 군위군 삼국유사면 낙전리 756번지,1,0,0.0,기타조적구조,목조,단독주택,0,1940,36.2069182390887,128.814300658913
대구광역시 군위군 삼국유사면 낙전리 799-1번지,1,0,4.4,경량철골구조,경량철골구조,단독주택,0,2020,36.2026520077936,128.804131696692
대구광역시 군위군 삼국유사면 낙전리 799-1번지,2,0,8.85,철근콘크리트구조,철근콘크리트구조,단독주택,0,2020,36.2026520077936,128.804131696692
대구광역시 군위군 삼국유사면 낙전리 801번지,2,0,6.5,경량철골구조,경량철골구조,단독주택,0,2015,36.2005847652594,128.804019097212
대구광역시 군위군 삼국유사면 낙전리 801번지,1,0,3.5,경량철골구조,경량철골구조,단독주택,0,2015,36.2005847652594,128.804019097212
대구광역시 군위군 삼국유사면 낙전리 823번지,1,0,4.5,경량철골구조,경량철골구조/강파이프구조,단독주택,0,2016,36.2011068649279,128.807045160919
대구광역시 군위군 삼국유사면 낙전리 823번지,1,0,3.2,강파이프구조,강파이프구조,단독주택,0,2016,36.2011068649279,128.807045160919
대구광역시 군위군 삼국유사면 낙전리 843번지,1,0,0.0,일반목구조,목조,동물및식물관련시설,0,1935,36.199701018491,128.809203848237
대구광역시 군위군 삼국유사면 낙전리 855번지,1,0,5.4,일반목구조,일반목구조,제2종근린생활시설,0,2022,36.2004315585953,128.806260529663
대구광역시 군위군 삼국유사면 낙전리 855-3번지,1,0,3.1,경량철골구조,경량철골구조,단독주택,0,2016,36.2002475141998,128.805845733517
대구광역시 군위군 삼국유사면 낙전리 855-3번지,2,0,6.4,일반목구조,일반목구조,단독주택,0,2016,36.2002475141998,128.805845733517
대구광역시 군위군 삼국유사면 낙전리 865-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1993518194266,128.809379023883
대구광역시 군위군 삼국유사면 낙전리 867번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1994091325854,128.808955550826
대구광역시 군위군 삼국유사면 낙전리 867번지,1,0,0.0,일반목구조,목조,단독주택,0,1964,36.1994091325854,128.808955550826
대구광역시 군위군 삼국유사면 낙전리 870번지,1,0,0.0,기타조적구조,흙벽돌,단독주택,0,1950,36.1995739020827,128.809440612066
대구광역시 군위군 삼국유사면 낙전리 871번지,1,0,0.0,기타조적구조,흙벽돌,단독주택,0,1926,36.1995175424045,128.809520915823
대구광역시 군위군 삼국유사면 낙전리 블록,1,0,0.0,일반목구조,목조,단독주택,0,1930,,
대구광역시 군위군 삼국유사면 낙전리 블록,1,0,0.0,기타조적구조,흙벽돌,단독주택,0,1954,,
