Unnamed: 0,대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
240001,대구광역시 수성구 만촌동 245번지,5,0,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1985.0,35.875960391151,128.649800434265
240002,대구광역시 수성구 만촌동 245번지,5,0,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1985.0,35.875960391151,128.649800434265
240003,대구광역시 수성구 만촌동 245번지,1,0,0.0,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1985.0,35.875960391151,128.649800434265
240004,대구광역시 수성구 만촌동 245번지,5,0,0.0,철근콘크리트구조,철근콘크리트조,공동주택,0,1985.0,35.875960391151,128.649800434265
240005,대구광역시 수성구 만촌동 254번지,4,1,11.6,철근콘크리트구조,철근콘크리트조,교육연구시설,0,1997.0,35.8751297384951,128.650999472953
240006,대구광역시 수성구 만촌동 254번지,1,0,0.0,경량철골구조,경량철골구조,교육연구시설,0,1997.0,35.8751297384951,128.650999472953
240007,대구광역시 수성구 만촌동 254번지,1,0,0.0,벽돌구조,(시멘트)벽돌구조,교육연구시설,0,1997.0,35.8751297384951,128.650999472953
240008,대구광역시 수성구 만촌동 254번지,4,1,15.1,철근콘크리트구조,철근콘크리트조,교육연구시설,0,1997.0,35.8751297384951,128.650999472953
240009,대구광역시 수성구 만촌동 254번지,3,0,0.0,철근콘크리트구조,철근콘크리트구조,교육연구시설,0,,35.8751297384951,128.650999472953
240010,대구광역시 수성구 만촌동 262번지,4,1,15.1,철근콘크리트구조,철근콘크리트조,교육연구시설,0,1997.0,35.8746432252556,128.652060369461
240011,대구광역시 수성구 만촌동 272번지,15,0,44.9,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240012,대구광역시 수성구 만촌동 272번지,1,1,3.3,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240013,대구광역시 수성구 만촌동 272번지,15,0,44.9,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240014,대구광역시 수성구 만촌동 272번지,1,0,4.84,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240015,대구광역시 수성구 만촌동 272번지,12,0,37.1,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240016,대구광역시 수성구 만촌동 272번지,1,1,3.3,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240017,대구광역시 수성구 만촌동 272번지,15,1,44.9,철근콘크리트구조,철근콘크리트조,공동주택,0,2005.0,35.8741402043156,128.653318211418
240018,대구광역시 수성구 만촌동 303-3번지,1,0,5.2,블록구조,시멘트블록조,교정및군사시설,0,1999.0,35.8716554661305,128.655198786142
240019,대구광역시 수성구 만촌동 311번지,1,0,5.2,일반철골구조,일반철골조,,0,2008.0,35.8703648442439,128.657212725136
240020,대구광역시 수성구 만촌동 342-5번지,3,1,0.0,벽돌구조,세멘벽돌조,공동주택,0,1991.0,35.8739656017483,128.651914099259
240021,대구광역시 수성구 만촌동 342-11번지,2,0,0.0,벽돌구조,시멘트벽돌조,제2종근린생활시설,0,1980.0,35.8749398155577,128.649993623277
240022,대구광역시 수성구 만촌동 342-12번지,4,0,11.7,철근콘크리트구조,철근콘크리트구조,단독주택,0,2008.0,35.8747532932684,128.649946795256
240023,대구광역시 수성구 만촌동 342-13번지,2,1,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8746324464708,128.649901218832
240024,대구광역시 수성구 만촌동 342-14번지,2,1,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.8745299429578,128.649865101994
240025,대구광역시 수성구 만촌동 342-15번지,1,1,0.0,벽돌구조,시멘트 벽돌조,제1종근린생활시설,0,1981.0,35.8744394058718,128.649856581167
240026,대구광역시 수성구 만촌동 342-16번지,5,0,15.6,철근콘크리트구조,철근콘크리트구조,단독주택,0,2016.0,35.8744039083085,128.650020042114
240027,대구광역시 수성구 만촌동 342-17번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8745249387188,128.650045692827
240028,대구광역시 수성구 만촌동 342-18번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8746300616017,128.65006824568
240029,대구광역시 수성구 만촌동 342-19번지,1,1,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8747486930817,128.650091410953
240030,대구광역시 수성구 만촌동 342-20번지,2,0,7.7,벽돌구조,벽돌조,단독주택,0,1985.0,35.8748802546092,128.650117944671
240031,대구광역시 수성구 만촌동 342-22번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1980.0,35.8747357778455,128.650277152715
240032,대구광역시 수성구 만촌동 342-23번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1980.0,35.8746071816476,128.650251233905
240033,대구광역시 수성구 만촌동 342-24번지,2,0,7.3,벽돌구조,조 적 조,단독주택,0,1994.0,35.8744946670442,128.650228859647
240034,대구광역시 수성구 만촌동 342-25번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.8743693276752,128.65020201209
240035,대구광역시 수성구 만촌동 342-26번지,2,0,7.3,벽돌구조,시멘트 벽돌조,단독주택,0,1994.0,35.8743481948133,128.650336540785
240036,대구광역시 수성구 만촌동 342-27번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.874473813537,128.650362730022
240037,대구광역시 수성구 만촌동 342-28번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8745852561843,128.650384417904
240038,대구광역시 수성구 만촌동 342-29번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.874695712422,128.65040575323
240039,대구광역시 수성구 만촌동 342-30번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.874598765457,128.650575136278
240040,대구광역시 수성구 만촌동 342-31번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8744630873873,128.650546523556
240041,대구광역시 수성구 만촌동 342-32번지,2,0,7.8,벽돌구조,시멘트 벽돌조,단독주택,0,1994.0,35.8743300081596,128.650518961335
240042,대구광역시 수성구 만촌동 342-33번지,2,0,9.1,일반목구조,일반목구조,제2종근린생활시설,0,2010.0,35.8743103988317,128.650654075081
240043,대구광역시 수성구 만촌동 342-34번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1980.0,35.8744419632661,128.650680388173
240044,대구광역시 수성구 만촌동 342-37번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.8744933780343,128.650879975382
240045,대구광역시 수성구 만촌동 342-38번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8744035230794,128.650861170643
240046,대구광역시 수성구 만촌동 342-39번지,3,0,9.15,철근콘크리트구조,철근콘크리트구조,단독주택,0,2018.0,35.8742800635463,128.650835246892
240047,대구광역시 수성구 만촌동 342-40번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8742639627239,128.650970765438
240048,대구광역시 수성구 만촌동 342-41번지,1,1,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.8744016119585,128.651000194741
240049,대구광역시 수성구 만촌동 342-42번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.8743613519108,128.651129786778
240050,대구광역시 수성구 만촌동 342-43번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1980.0,35.874230437989,128.651102047127
240051,대구광역시 수성구 만촌동 342-44번지,2,0,7.95,벽돌구조,시멘트 벽돌조,단독주택,0,1995.0,35.8742095186786,128.65125374125
240052,대구광역시 수성구 만촌동 342-45번지,3,0,10.13,벽돌구조,시멘트 벽돌조,단독주택,0,1995.0,35.8743384318163,128.65123693039
240053,대구광역시 수성구 만촌동 342-46번지,2,0,7.3,벽돌구조,시멘트 벽돌조,단독주택,0,1986.0,35.8741974524167,128.651410379991
240054,대구광역시 수성구 만촌동 342-55번지,2,1,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1986.0,35.874142744965,128.650316224496
240055,대구광역시 수성구 만촌동 342-55번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1986.0,35.874142744965,128.650316224496
240056,대구광역시 수성구 만촌동 342-55번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1986.0,35.874142744965,128.650316224496
240057,대구광역시 수성구 만촌동 342-59번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1987.0,35.8740511480684,128.650968341913
240058,대구광역시 수성구 만촌동 342-60번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1987.0,35.8740382293883,128.651075582009
240059,대구광역시 수성구 만촌동 342-64번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1982.0,35.8741085168094,128.650531527519
240060,대구광역시 수성구 만촌동 342-66번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1982.0,35.874077658358,128.650750775439
240061,대구광역시 수성구 만촌동 342-84번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1987.0,35.8740127955362,128.651339340422
240062,대구광역시 수성구 만촌동 342-84번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1987.0,35.8740127955362,128.651339340422
240063,대구광역시 수성구 만촌동 342-84번지,1,0,0.0,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1987.0,35.8740127955362,128.651339340422
240064,대구광역시 수성구 만촌동 342-84번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1987.0,35.8740127955362,128.651339340422
240065,대구광역시 수성구 만촌동 345-1번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1994.0,35.8748325103625,128.648377872448
240066,대구광역시 수성구 만촌동 345-6번지,3,0,9.8,벽돌구조,"철근콘크리트(1층), 시멘트 벽돌조(2,3층)",단독주택,0,1994.0,35.8749476883349,128.648422886347
240067,대구광역시 수성구 만촌동 345-9번지,2,0,7.3,벽돌구조,시멘트 벽돌조,단독주택,0,1993.0,35.8748069957795,128.648490389055
240068,대구광역시 수성구 만촌동 346번지,1,0,5.1,벽돌구조,시멘트 벽돌조,제2종근린생활시설,0,1995.0,35.8747861159578,128.648613187887
240069,대구광역시 수성구 만촌동 347-1번지,4,1,13.1,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8749561336387,128.648601985456
240070,대구광역시 수성구 만촌동 347-2번지,4,1,0.0,철근콘크리트구조,철근콘크리트,공동주택,0,1993.0,35.8746277843761,128.649151548478
240071,대구광역시 수성구 만촌동 347-2번지,4,1,0.0,철근콘크리트구조,철근콘크리트,공동주택,0,1993.0,35.8746277843761,128.649151548478
240072,대구광역시 수성구 만촌동 347-3번지,3,1,0.0,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8746487174061,128.649510493537
240073,대구광역시 수성구 만촌동 347-3번지,4,1,0.0,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8746487174061,128.649510493537
240074,대구광역시 수성구 만촌동 347-5번지,2,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1992.0,35.8745280476222,128.649340472506
240075,대구광역시 수성구 만촌동 347-11번지,3,1,0.0,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",단독주택,0,1993.0,35.8747559166649,128.648889694421
240076,대구광역시 수성구 만촌동 348-1번지,4,0,12.3,철근콘크리트구조,R.C,공동주택,0,1995.0,35.8751110954843,128.648978546607
240077,대구광역시 수성구 만촌동 348-5번지,4,1,12.8,철근콘크리트구조,철근콘크리트조,공동주택,0,1993.0,35.8748354485611,128.649148435159
240078,대구광역시 수성구 만촌동 348-7번지,4,1,12.9,철근콘크리트구조,철근콘크리트조,공동주택,0,1993.0,35.8748354256527,128.649320715293
240079,대구광역시 수성구 만촌동 348-8번지,4,1,12.6,철근콘크리트구조,철근콘크리트조,공동주택,0,1993.0,35.8748214778131,128.649634207059
240080,대구광역시 수성구 만촌동 348-10번지,4,1,14.1,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8748112217388,128.64950832702
240081,대구광역시 수성구 만촌동 348-13번지,4,1,13.1,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8749316612323,128.648776416423
240082,대구광역시 수성구 만촌동 348-13번지,4,1,13.1,철근콘크리트구조,R.C,공동주택,0,1993.0,35.8749316612323,128.648776416423
240083,대구광역시 수성구 만촌동 348-17번지,1,0,4.6,철근콘크리트구조,철골조,제1종근린생활시설,0,2001.0,35.8750341589563,128.649469215019
240084,대구광역시 수성구 만촌동 349-1번지,3,0,11.25,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",업무시설,0,1991.0,35.8757946286661,128.648760310874
240085,대구광역시 수성구 만촌동 349-2번지,1,0,4.1,경량철골구조,경량철골구조,창고시설,0,2003.0,35.875312240333,128.649056456117
240086,대구광역시 수성구 만촌동 349-3번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1990.0,35.8755641548591,128.649407349796
240087,대구광역시 수성구 만촌동 349-7번지,3,1,10.9,벽돌구조,"철근콘크리트조, 벽돌조",공동주택,0,1991.0,35.8756773941498,128.648832285821
240088,대구광역시 수성구 만촌동 349-8번지,3,1,0.0,벽돌구조,"철근콘크리트조, 벽돌조",공동주택,0,1991.0,35.8756069239289,128.648970223266
240089,대구광역시 수성구 만촌동 349-9번지,3,1,0.0,벽돌구조,"철근콘크리트조, 벽돌조",공동주택,0,1991.0,35.8754865657908,128.64902685348
240090,대구광역시 수성구 만촌동 349-10번지,2,0,0.0,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1990.0,35.8754980640055,128.649482266306
240091,대구광역시 수성구 만촌동 349-11번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1990.0,35.8754678167028,128.649368482202
240092,대구광역시 수성구 만촌동 350번지,3,1,10.9,철근콘크리트구조,"철근콘크리트, 시멘트벽돌",제1종근린생활시설,0,1993.0,35.8758874889194,128.648849041292
240093,대구광역시 수성구 만촌동 350-1번지,2,0,0.0,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1990.0,35.8758440929649,128.64899717308
240094,대구광역시 수성구 만촌동 350-5번지,2,0,7.35,벽돌구조,시멘트벽돌조,단독주택,0,1991.0,35.8757817752372,128.649118892883
240095,대구광역시 수성구 만촌동 350-6번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1990.0,35.8757309178998,128.64923287815
240096,대구광역시 수성구 만촌동 351번지,3,0,11.3,벽돌구조,"R.C(1층), 시멘트벽돌조(2,3층)",단독주택,0,1994.0,35.8756825275333,128.648668413866
240097,대구광역시 수성구 만촌동 352번지,3,0,10.2,벽돌구조,"R.C(1층), 시멘트벽돌조(2,3층)",단독주택,0,1997.0,35.8755150538134,128.648704359733
240098,대구광역시 수성구 만촌동 353번지,4,0,12.5,철근콘크리트구조,철근콘크리트조,공동주택,0,1996.0,35.8754155873736,128.648860518586
240099,대구광역시 수성구 만촌동 354번지,4,0,11.2,철근콘크리트구조,철근콘크리트,공동주택,0,1995.0,35.8752406344927,128.648797988894
240100,대구광역시 수성구 만촌동 355번지,4,0,12.6,철근콘크리트구조,철근콘크리트조,공동주택,0,1996.0,35.8753500675835,128.648605056062
240101,대구광역시 수성구 만촌동 355-1번지,4,0,12.6,철근콘크리트구조,철근콘크리트조,공동주택,0,1995.0,35.8751909248713,128.648552708761
240102,대구광역시 수성구 만촌동 356-1번지,1,0,4.5,철근콘크리트구조,철근콘크리트조,제1종근린생활시설,0,1982.0,35.8755023222123,128.648384554696
240103,대구광역시 수성구 만촌동 356-2번지,2,0,7.5,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1990.0,35.8755303306122,128.648234775715
240104,대구광역시 수성구 만촌동 360번지,4,0,12.2,철근콘크리트구조,R·C,공동주택,0,1998.0,35.8749862312498,128.6482343531
240105,대구광역시 수성구 만촌동 362-4번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1981.0,35.8750510165263,128.647893347576
240106,대구광역시 수성구 만촌동 362-5번지,2,0,7.4,벽돌구조,시멘트벽돌조,단독주택,0,1990.0,35.8750789654893,128.647774126895
240107,대구광역시 수성구 만촌동 362-17번지,2,0,7.2,벽돌구조,시멘트벽돌조,단독주택,0,1991.0,35.8750805094043,128.648049078
240108,대구광역시 수성구 만촌동 363-1번지,1,0,3.9,벽돌구조,시멘트벽돌조,위험물저장및처리시설,0,1994.0,35.8748645042068,128.647766916737
240109,대구광역시 수성구 만촌동 365-1번지,1,0,0.0,철근콘크리트구조,철근콘크리트조,제2종근린생활시설,0,1982.0,35.8749515884622,128.647363705373
240110,대구광역시 수성구 만촌동 366-3번지,1,0,0.0,블록구조,"목조, 시멘트블럭조",단독주택,0,1977.0,35.8748334876659,128.646993004309
240111,대구광역시 수성구 만촌동 367-1번지,2,0,7.5,벽돌구조,시멘트벽돌조,단독주택,0,1990.0,35.8751682928108,128.647233667262
240112,대구광역시 수성구 만촌동 367-3번지,1,0,0.0,블록구조,시멘트블록조,단독주택,0,,35.8750412272806,128.64673467614
240113,대구광역시 수성구 만촌동 367-6번지,1,0,0.0,벽돌구조,조적조,위험물저장및처리시설,0,1999.0,35.8751255972916,128.647370298205
240114,대구광역시 수성구 만촌동 368번지,2,0,7.4,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1991.0,35.8752980477948,128.647385384318
240115,대구광역시 수성구 만촌동 368-2번지,2,0,7.6,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1991.0,35.8752892307472,128.647496033301
240116,대구광역시 수성구 만촌동 368-4번지,3,1,9.9,벽돌구조,시멘트벽돌조,단독주택,0,1992.0,35.8752192594128,128.647689674169
240117,대구광역시 수성구 만촌동 369-1번지,1,0,5.4,기타조적구조,조립식판넬,단독주택,0,2003.0,35.8753619756014,128.64694902823
240118,대구광역시 수성구 만촌동 369-4번지,1,0,0.0,블록구조,부록조,단독주택,0,1985.0,35.8753514536031,128.646835764308
240119,대구광역시 수성구 만촌동 369-8번지,2,0,7.7,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1990.0,35.8752777807048,128.647069410233
240120,대구광역시 수성구 만촌동 370-1번지,2,0,7.1,벽돌구조,시멘트벽돌조,단독주택,0,1989.0,35.8755898657885,128.646653802325
240121,대구광역시 수성구 만촌동 371번지,4,0,12.35,철근콘크리트구조,철근콘크리트구조,공동주택,0,2002.0,35.875602570235,128.647015348891
240122,대구광역시 수성구 만촌동 371-3번지,4,0,12.35,철근콘크리트구조,철근콘크리트구조,공동주택,0,2002.0,35.8756042407591,128.647189215909
240123,대구광역시 수성구 만촌동 372번지,3,0,10.3,벽돌구조,"R.C조, 시멘트벽돌조",단독주택,0,1997.0,35.8758337195168,128.647376104623
240124,대구광역시 수성구 만촌동 373번지,3,0,9.65,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2019.0,35.8758164934067,128.647186635422
240125,대구광역시 수성구 만촌동 374번지,2,0,7.2,벽돌구조,벽돌조,단독주택,0,1983.0,35.8758203941549,128.647007347208
240126,대구광역시 수성구 만촌동 375-2번지,3,0,9.5,철근콘크리트구조,철근콘크리트조,공동주택,0,1997.0,35.8759599926398,128.647091839439
240127,대구광역시 수성구 만촌동 375-4번지,2,1,0.0,벽돌구조,세멘벽돌조,단독주택,0,1981.0,35.8758729743459,128.646793857235
240128,대구광역시 수성구 만촌동 375-5번지,1,0,0.0,블록구조,"목조, 시멘트블럭조",단독주택,0,1985.0,35.8760707342522,128.647006994209
240129,대구광역시 수성구 만촌동 375-7번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1981.0,35.8758106207123,128.646878929264
240130,대구광역시 수성구 만촌동 375-8번지,2,1,7.4,벽돌구조,시멘트벽돌조,단독주택,0,1981.0,35.8757861659319,128.646769694425
240131,대구광역시 수성구 만촌동 376-5번지,2,0,7.1,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1989.0,35.8758323137466,128.646676979247
240132,대구광역시 수성구 만촌동 376-6번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1989.0,35.8758553502261,128.6463507165
240133,대구광역시 수성구 만촌동 376-7번지,2,0,7.3,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1989.0,35.8757172724228,128.646503643968
240134,대구광역시 수성구 만촌동 378-1번지,2,0,7.9,벽돌구조,시멘트벽돌조,단독주택,0,1991.0,35.8761786500407,128.646760214536
240135,대구광역시 수성구 만촌동 378-5번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1979.0,35.8760997381286,128.646580761444
240136,대구광역시 수성구 만촌동 378-6번지,2,1,7.8,벽돌구조,시멘트벽돌조,단독주택,0,1979.0,35.8759742242194,128.646632306416
240137,대구광역시 수성구 만촌동 378-7번지,1,0,3.2,경량철골구조,경량철골구조,위험물저장및처리시설,0,2004.0,35.8760059490484,128.646309876703
240138,대구광역시 수성구 만촌동 378-7번지,1,0,3.2,경량철골구조,경량철골구조,위험물저장및처리시설,0,2004.0,35.8760059490484,128.646309876703
240139,대구광역시 수성구 만촌동 378-9번지,2,0,7.9,벽돌구조,시멘트벽돌조,단독주택,0,1985.0,35.8760650925277,128.64647209042
240140,대구광역시 수성구 만촌동 378-15번지,1,0,5.07,경량철골구조,경량철골구조,제1종근린생활시설,0,2019.0,35.8759523723747,128.646556674
240141,대구광역시 수성구 만촌동 378-17번지,2,0,7.2,벽돌구조,시멘트벽돌조,단독주택,0,1991.0,35.8760679168188,128.646759029444
240142,대구광역시 수성구 만촌동 378-18번지,2,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1991.0,35.8759856978901,128.646748469674
240143,대구광역시 수성구 만촌동 379-4번지,1,0,0.0,블록구조,시멘트블록조,단독주택,0,1961.0,35.8760618789356,128.646141186733
240144,대구광역시 수성구 만촌동 380번지,2,0,0.0,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1988.0,35.876089453434,128.646193796677
240145,대구광역시 수성구 만촌동 380-2번지,3,0,9.9,벽돌구조,시멘트벽돌조,제1종근린생활시설,0,1989.0,35.8761473838349,128.64634590967
240146,대구광역시 수성구 만촌동 381-1번지,2,0,0.0,철근콘크리트구조,"철근콘크리트조, 벽돌조",제1종근린생활시설,0,1981.0,35.8761492962377,128.646055193095
240147,대구광역시 수성구 만촌동 381-1번지,2,0,7.5,벽돌구조,시멘트벽돌조,단독주택,0,1989.0,35.8761492962377,128.646055193095
240148,대구광역시 수성구 만촌동 381-4번지,2,0,8.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2018.0,35.8762817367012,128.646274063452
240149,대구광역시 수성구 만촌동 381-5번지,2,0,7.0,벽돌구조,시멘트벽돌조,단독주택,0,1993.0,35.8763162754401,128.64641683495
240150,대구광역시 수성구 만촌동 381-6번지,3,0,10.2,벽돌구조,시멘트벽돌조,단독주택,0,1994.0,35.8762049823817,128.646476203751
240151,대구광역시 수성구 만촌동 382-1번지,3,0,10.1,벽돌구조,시멘트 벽돌조,단독주택,0,1993.0,35.8764413514725,128.646771853281
240152,대구광역시 수성구 만촌동 382-2번지,2,0,7.4,벽돌구조,시멘 벽돌조,단독주택,0,1984.0,35.8763480448874,128.646531536495
240153,대구광역시 수성구 만촌동 382-7번지,2,0,7.8,벽돌구조,시멘트 벽돌조,단독주택,0,1988.0,35.8762642184204,128.646671082971
240154,대구광역시 수성구 만촌동 382-8번지,2,0,6.5,벽돌구조,시멘 벽돌조,단독주택,0,1984.0,35.8763843640375,128.646623302053
240155,대구광역시 수성구 만촌동 383-1번지,4,0,15.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2018.0,35.8763013616785,128.646965598027
240156,대구광역시 수성구 만촌동 383-2번지,4,0,14.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2016.0,35.8761950784228,128.647047324917
240157,대구광역시 수성구 만촌동 383-3번지,2,1,6.8,벽돌구조,시멘 벽돌조,단독주택,0,1983.0,35.8762782451858,128.646863919301
240158,대구광역시 수성구 만촌동 384-1번지,2,0,7.5,벽돌구조,시멘트 벽돌조,단독주택,0,1987.0,35.8764684402989,128.647286941518
240159,대구광역시 수성구 만촌동 384-1번지,2,0,8.4,철근콘크리트구조,철골조,노유자시설,0,1999.0,35.8764684402989,128.647286941518
240160,대구광역시 수성구 만촌동 384-3번지,2,1,0.0,벽돌구조,"시멘트 벽돌조, 블럭조, 철근콘크리트조",제2종근린생활시설,0,1981.0,35.8762133220424,128.64730059202
240161,대구광역시 수성구 만촌동 385-1번지,2,1,0.0,철근콘크리트구조,"목조, 벽돌조, 시멘트 블럭, 철근콘크리트조",제2종근린생활시설,0,1976.0,35.8768251827292,128.647340721978
240162,대구광역시 수성구 만촌동 385-1번지,1,0,5.0,강파이프구조,강파이프구조,창고시설,0,2011.0,35.8768251827292,128.647340721978
240163,대구광역시 수성구 만촌동 385-2번지,4,0,12.3,프리케스트콘크리트구조,R.C조,공동주택,0,1996.0,35.8766728405876,128.647272129965
240164,대구광역시 수성구 만촌동 385-3번지,2,0,7.05,벽돌구조,시멘트벽돌조,단독주택,0,1983.0,35.8765832499828,128.647069755988
240165,대구광역시 수성구 만촌동 385-4번지,3,0,10.05,벽돌구조,시멘트 벽돌조,단독주택,0,1993.0,35.8765145925517,128.646937681781
240166,대구광역시 수성구 만촌동 385-5번지,3,0,9.0,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2016.0,35.8767477287974,128.647127305104
240167,대구광역시 수성구 만촌동 385-7번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1979.0,35.8765985235956,128.647184780931
240168,대구광역시 수성구 만촌동 386-5번지,5,0,0.0,철근콘크리트구조,철근콘크리트조,숙박시설,0,1985.0,35.8771230091836,128.64735375458
240169,대구광역시 수성구 만촌동 386-7번지,5,0,14.75,철근콘크리트구조,철근콘크리트구조,업무시설,0,2015.0,35.8771367148617,128.647576481773
240170,대구광역시 수성구 만촌동 389번지,1,0,0.0,일반목구조,목조,단독주택,0,1949.0,,
240171,대구광역시 수성구 만촌동 389-1번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,,35.8768129117778,128.647039633532
240172,대구광역시 수성구 만촌동 389-2번지,2,0,7.2,벽돌구조,시멘트 벽돌조,단독주택,0,1989.0,35.8765716026864,128.646729707028
240173,대구광역시 수성구 만촌동 389-4번지,1,0,0.0,블록구조,시멘트 블럭조,단독주택,0,1983.0,35.876725455913,128.646937839998
240174,대구광역시 수성구 만촌동 389-5번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1981.0,35.8766304228519,128.646810312873
240175,대구광역시 수성구 만촌동 389-8번지,1,0,0.0,벽돌구조,시멘트 벽돌조,단독주택,0,1977.0,35.8768776902995,128.646692307836
240176,대구광역시 수성구 만촌동 389-10번지,2,0,7.2,벽돌구조,벽돌조,단독주택,0,1983.0,35.8767109654563,128.646805115473
240177,대구광역시 수성구 만촌동 389-13번지,3,1,0.0,벽돌구조,세멘 벽돌조,공동주택,0,1992.0,35.8764672154899,128.646456275958
240178,대구광역시 수성구 만촌동 389-14번지,4,0,15.75,철근콘크리트구조,철근콘크리트구조,단독주택,0,2004.0,35.8767319259693,128.646301649601
240179,대구광역시 수성구 만촌동 389-16번지,2,0,6.8,벽돌구조,시멘 벽돌,단독주택,0,1983.0,35.876385450089,128.645834095284
240180,대구광역시 수성구 만촌동 389-18번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1977.0,35.876796377099,128.646740560635
